epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5
c1cc(ccc1)CN1CCCC1,C1CC(N(C2CCCCC2)C)CCC1,C(C)(N(CC)C(C)C)C,C1C2C3CCCC[N+]3(CC1C1N(C2)CCCC1)C,C(N(CC)CC)C,C1CC2C3CC(CN2C1)C1[N+](CCCC1)(C3)C
c1c(C)[n+](c(c1)C)C,C1CC(N(C2CCCCC2)C)CCC1,C1C(N(C2CCCCC2)C)CCCC1,N1(C)CCN(C)CCN(CCN(C)CCN(C)CCN(C)CC1)C,C1C2CC3CC(CC1C3)(C2)[N+](C)(C)C,C(C(O)c1ccccc1)NC
C1CCCCC1N(C)Cc1ccccc1,C1CC(N(CC1)Cc1ccccc1)O,C1CN(Cc2ccccc2F)CC1,C(C)[N+](CCC)(CCC)CCC,c1cc(ccc1)CN(C(C)C(c1ccccc1)O)C,c1cc(c(F)cc1)CN1CCCC1
c1(C[n+]2c(n(C)cc2)C)ccccc1,C(C)CN(CCC)CCC,Cc1[n+](CC)c(C)n(c1)C,C1CCC[N+]2(C1)CC1(CC(C)(C2)C1)C,C1CCCCN1Cc1ccccc1,N(CC)(CC)CC
C1CCN(Cc2ccccc2)CC1,C(C)(N(C(C)C)C(C)C)C,C1CCC(N(C1)Cc1ccccc1)CO,C1CCCCN1,C(N(CC)CC)C,c1ccc(cc1CN1CCCC1)F
c1ccc(cc1)CN1CCCC1CO,C12CC3CC(CC(C3)C2)([N+](C)(C)C)C1,C1CCCC(C1)N(C1CCCCC1)C,C(C(C(O)c1ccccc1)O)NC,C(c1ccccc1)N1CCCC1,C(C)CNCCC
C1CCC(N(C)CCCCN(CCN(CCCN1C)C)C)C,C1CCC(N(C1)C1CCCCC1)C,c1cccc(c1)C(N(C)C)C,C(C)CCCNCCCCC,C(C)(N(C(C)C)CC)C,C(C)C(N(CC)C(C)C)C
C(CC)n1c[n+](cc1)C,c1c(CN2CCCC2)ccccc1,C(N(CC)CC)C,C1CC(N(C2CCCCC2)C)CC1,C([n+]1ccn(C)c1C)c1ccccc1,C(C(NC)C)(O)c1ccccc1
CCCCN(CCC)CCC,c1(C)ccccc1CN1CCCC1,C12CC3CC(C2)CC(C1)([N+](C)(C)C)C3,C1CN(Cc2ccccc2)CC1,C(C)CNCCC,C1CCC(CC1)N(C1CCCCC1)C
C(C)CNCCC,C1CCCCCC1N(C1CCCCC1)C,C(O)(C(c1ccccc1)O)NC,c1n(c[n+](c1)CCCC)C,C1CCCCC1N(C)C1CCCCC1,C(c1ccccc1)N(C)C(C)C(O)c1ccccc1
C1CCN(Cc2ccccc2)CC1,N(CC)(CC)CC,C12CC3CC(CC(C2)(C1)C3)[N+](C)(C)C,C1CCC(N(C1)Cc1ccccc1)CO,C1CCCC(C1)N(C)C1CCCCC1,C1CC(CCC1)N(C1CCCCC1)C
N1(C)CCCN(CCN(CCCN(CC1)C)C)C,C1CCCC(N1)Cc1ccccc1,C1CCCN(C1)Cc1cccc(F)c1,c1cccc(C(C(C)NC)O)c1,C(CC)NCCC,C1CCCC2N1CC1C3[N+](CCCC3)(CC2C1)C
N(CC)(CC)C(C)C,C(N(CC)CC)C,C12C3CCCCN3CC(C2)C2[N+](C)(C)CCCC1,C1CCC(CC1)N(C1CCCCC1)C,CCN(CC)CC,C1CCC(N(C2CCCCC2)C)CC1
C1CN(Cc2ccccc2)CC(O)CC1,Cn1c([n+](CC)cc1)C,C(CC)NCCC,c1cccc(C(O)C(C)NC)c1,CCN(CC)CC,C(N(CC)C(O)c1ccccc1)C
C1CCN(Cc2ccccc2)CC1,C1N(C)CCN(C)CCN(C)CCN(CCN(C)CCN(CCN(C1)C)C,C(CO)N(CCO)CCO,C(C[N+]1(C)CCCC1)CCC[N+]1(CCCC1)C,CCCNCCC,C1CCCCN1
c1(C)n(c(C)[n+](C)c1C)C,C(C)(C)C,c1cc(N(C)C)c2c(F)c(cc2)N(C)C,C(C)CN(CCC)CCC,C1CCCCC1N1CCCCC1,C(C(C)NC)(O)c1ccccc1
c1ccc(cc1)CN1CCCC1,C1C2C3CCCC[N+]3(C)CC(C2)CN2C1,C(CC)N(CCC)CCC,c1ccccc1C(O)C(C)NC,c1ccc(CN2CCCC2CO)cc1,C(C(C)NC)(C)O
C(CC)CC[N+](CCC)(CCC)CC,C(C)[n+]1ccn(C)c1,C(C)(N(C(C)C)CC)C,C([N+](CCC)(CCC)CCC)CC,c1c(C(C(NC)C)O)cccc1,c1c(ccc(c1)F)CN1CCCC1
C1N(CCN(C)CCCN(CCN(CCN(CCN(CC1)C)C)C)C)C,C(CC)N(CCC)CCC,C(C)(C)N(C(C)C)CC,C(CNCCC)C,C(CC)CC[n+]1ccn(C)c1,c1cc(ccc1F)CN1CCCC1
C1CCCN(C)CCN(C)CCCN(CCC1)C,c1cc(ccc1)CN1CCCC1CO,C1CCC(N(C2CCCCC2)C)CC1,C1CCCC(N1C)Cc1ccccc1,c1(n(cc[n+]1CCCC)C)C,CCCC[n+]1ccn(C)c1
CCNCCC,C1(CCCCC1)N(C1CCCCC1)C,C(N(CC)CC)C,c1(ccccc1)CN1C(CCC1)CO,C(C[n+]1c(n(cc1)C)C)c1ccc(cc1)F,c1cccc(c1)CN1CCCC1
Cn1c(C)[n+](cc1)C,C(C)CN(CCC)CCC,C(N(C(C)C)C)C,C1CCC(CC1)N1CCCCC1,C1CCCC2C3C[N+]4(CCCCC4C(C3)CN21)C,C(C)CC[n+]1c(n(C)cc1)C
C1CCC(N(C)CCCNC(CCN(CC1)C)C)(C)C,C(C)(N(CC)CC)C,C1CN(Cc2ccccc2F)CC1,C1(C)(CCCC(NCCNC(C)(C1)C)C)(C)C,C(C)CNCCC,c1c(cccc1)C(O)C(C)NC
Cn1c(C)[n+](C)cc1C,C([N+](CC)(CC)CC)C,CC(N(CC)CC)C,[N+](CC)(CC)(CC)CC,c1(ccccc1)C[N+](C)(Cc1ccccc1)C,C1CCCC(C1)N(C1CCCCC1)C
C1CCC(CC1)N(C1CCCC1)Cc1ccccc1,C(CCCCCC[N+](CC)(CC)CC)[N+](CC)(CC)CC,c1cc(ccc1)CN1CCCC1,c1c(F)cc(cc1)CN1CCCC1CO,C(C)CN(CCC)CCC,c1cc(ccc1CN1C(CO)CCC1)F
C(CC)NCC,c1[n+](c(n(c1)C)C)C,c1ccc(cc1)C(C(NC)C)O,c1cccc(CN2CCCC2)c1,C1C2C3CC(CN2CC1)C1CCCC[N+]1(C)C3,c1cccc(CN2CCCC2)c1
c1c(cccc1)C[n+]1c(n(C)cc1)C,C(C)CCCCCCCCCCCCCC[N+](CCCCCC[N+](C)(CCCCCCCCC)C)(C)C,C(CC)CCC,C1CCCC(C1)N(C1CCCCC1)C,C(C)CNCCC,C1CCC[N+](C1)(Cc1ccccc1)Cc1ccc(cc1)F
C1CC(CCC1)n1c[n+](cc1)C1CCCCCCC1,C(N(CC)CC)C,c1ccc(CN2CCCC2CO)cc1,C1CCC(N(C1)Cc1ccccc1)CO,C(C[N+]1(C)CCCC1)CC,C1CCCN(C1)Cc1ccc(F)cc1
C1CN(CCN(C)CCN(CCN(CCN(CCN(CC1)C)C)C)C)C,C(C)CC[N+](CCC)(CCC)CCC,C1CC2[N+](C)(CC3C4N(CCCC4)C1C2)C,C1CN(Cc2ccccc2)CC1,C(C)[N+](CC)(CC)CC,C(C)C(N(CC)C(C)C)C
C(C)CCCCCCCCCCCCCCC[N+](C)(C)C,C(CCC)C[n+]1cn(C)cc1,c1cn(C)c(C)[n+]1CCCC,c1ccc(cc1)CN1CCCC1,C(C)(N(C(C)C)CC)C,C1CC(N(C2CCCCC2)C)CCC1
C1CCN(Cc2ccccc2)CC1,C(C)(N(CCC)CCC)C,C([N+](CCC)(CCC)CCC)CC,C1C2C3CCCCN3CC1C1CCCC[N+]1(C2)C,C(CC)NCCC,C(CCC)C[n+]1cn(C)cc1
c1ccccc1C[n+]1cn(C)cc1,C1C2CC3CC1CC(C3)([N+](C)(C)C)C2,C(N(CC)CC)C,c1cccc(C(C(C)NC)O)c1,C1CCCC(N(C)C2CCCCC2)C1,C1CCC(N(C2CCCCC2)C)CC1
c1(ccc(cc1)F)CN1CCCC1,C1C2CC3N(CC1CC1C2)CCCC[N+]1(C)C3,C1CCCN(C1)Cc1ccccc1,C(CC)CC[n+]1ccn(C)c1,C1CCCCN1Cc1cccc(F)c1,C(C)CC[n+]1c(C)n(C)cc1
C(C)N(CC)CCC,C1C2CC3CC(C2)([N+](C)(C)C)CC1C3,C1CC(N(C2CCCCC2)C)CC1,C1CCCC(CN1)N,C(C)CN(CCC)CCC,c1cc(ccc1)C(C(NC)C)O
c1ccccc1CN1CCCC1CO,C(C)C[n+]1ccn(c1)C,C(C(c1ccccc1)O)N(C)C,C1CCCC(CC1)N(C1CCCCC1)C,C(C(NC)C)(O)c1ccccc1,C1C2CC3CC(CC1C3)(C2)[N+](C)(C)C
N(C)(C)CC,C1CCC(C)(C[N+]2(CCCC2)C)CC1,C1C2CC3CC(CC1C3)([N+](C)(C)C)C2,c1cc(ccc1)C[n+]1ccn(c1)C,C1CCCC(C1)N(C)C1CCCCC1,C(C(C(C)NC)O)c1ccccc1
c1(C)c(C)[n+](c(C)n1C)C,c1(C)c(cccc1)C[n+]1ccn(c1)C,C1C2CN3C(CC1C[N+]1(CCCCC13)C)C2,c1ccccc1CN1CCCC1CO,C1C2CC3CC1CC(C2)([N+](C)(C)C)C3,c1(F)cccc(CN2CCCC2)c1
c1cccc(c1)CN1CCCC1,C1CCC(N(C2CCCCC2)C)CC1,Fc1c(cccc1)CN1CCCC1,c1cccc(c1)C(O)C(C)NC,c1(cccc(c1)F)C[N+](C)(Cc1ccccc1F)C,C(CCCNCCCCC)C
C(CCC)NCCC,c1(ccccc1)C[n+]1ccn(c1)C,C(C)C(N(C)C)(C)C,n1(c(C)[n+](cc1)C)C,C12C3CCCCN3CC(C1)C1[N+](CCCC1)(C2)C,C1CC(CCC1)N(C1CCCCC1)C
N(CCC)CCC,C1C[N+](C)(CC2CC1C1CCCCN1C2)C,C(C)C[n+]1ccn(c1)C,c1ccccc1CN1C(CO)CCC1,c1cccc(CN2CCCC2CO)c1,C1CCC(CC1)N(C1CCCCC1)C
c1ccccc1N(C)C,C(C)(N(CC)CC)C,C1CN(CCN(CCN(C)CCN(C)CCN1C)C)C,C(c1ccccc1)[n+]1c(n(C)cc1)C,c1[n+](cn(C)c1)CCCC,C1CCC(N(C2CCCCC2)C)CC1
c1(ccccc1)CN1CCCCC1,c1(C)n(C)c([n+](C)c1)C,C1(CCCCC1)N(C1CCCCC1)C,C(C)CN(CCC)CCC,CCCNCCC,c1c(cccc1)CN1CCCC1
C(c1ccccc1)Cn1c[n+](C)cc1,C1CC(CCC1)N(C1CCCCC1)C,C(C(NCC)CC)O,CCCN(CCC)CCC,C(C)CN(CCC)CCC,C12CC3CC(C2)CC(C3)(C1)[N+](C)(C)C
C(C)CCCCCCCCCCC[N+](C)(C)C,C1CCCC(C1)N(C1CCCCC1)C,C1CCCC(N(C2CCCCC2)C)C1,C1CCC(N(C1)Cc1ccccc1)CO,C(CC)C[n+]1cn(cc1)C,C1C(CO)N(Cc2ccccc2)CC1
c1(cccc(CN2CCCCC2CO)ccc1)F,C1C2C3CCCCN3CC(C2)C2[N+](C)(C)CCCC1,c1cccc(c1)C(N(C)C)c1ccccc1,C1C2CC3(N)CC1CC(C2)C3,C1CC(CC1)N(C1CCCCC1)C,C(C1CCCN1Cc1ccccc1)O
C1C2CC3CC(C2)[N+](C)(C)CC(C3)C1,C(C)CCN(CCC)CCC,C1CCCC(C1)N(C1CCCCC1)C,C12C3CCCCN3CC(C2)C2[N+](C1)(C)CCCC2,C(O)CN(CCO)CCO,C1C2CC3CC1CC(C3)(C2)[N+](C)(C)C
C1C2C3C(CC(C2)C1)(C3)[N+](C)(C)C,C(CC)N(CCC)CCC,c1cccc(c1)C(O)C(C(NC)C)O,C(c1ccccc1)(C(C)NC)O,C1C2CC3CC(CC1C3)(C2)[N+](C)(C)C,C1CCCN1Cc1ccccc1
C1CC2CCCC3C1CCCC22[N+]1(CCCC1C3)C,C(C)CN(CCC)CCC,C1CCC(CC1)N(C1CCCCC1)C,c1c(cccc1)C(C(C)NC)O,c1c(CN2CCCC2)cccc1,C1CCCC(C1)N(C1CCCCC1)C
c1cc(ccc1)CN1CCCC1,N(CC)(CC)CC,c1(ccc(F)cc1)C[n+]1ccn(c1C)C,c1c(cccc1)CN1C(CO)CCC1,c1cc(F)c(C[n+]2ccn(C)c2C)cc1,C1CCC2C3C[N+]4(C(C(CN2C1)C3)CCCC4)C
CN(CC)C(CC)CC,C1CCCC(C1)N(C1CCCCC1)C,c1(cccc(c1)CN1CCCC1)F,C1CCC[N+]2(C)C1C1CN3C(C(C2)C1)CCCC3,C1CCC2C3CC(CN2C1)C1[N+](C)(CCCC1)C3,C(N(CCO)CCO)CO
C1CC(N(C)CCCNC(C)CCN(CCCN1C)(C)C)C,c1ccc(CN2C(CO)CCC2)cc1,[n+]1(CCCC)ccn(c1)C,c1([n+](ccn1C)C)CCCC,C(c1ccccc1)N1CCCC1,C1CCC[N+]1(C)CCCC
c1c(ccc(c1)CN1CCCC1)CO,C(C)CN(CCC)CCC,C(C)(N(C(O)C)C)C,c1c(cccc1)CN1CCCC1CO,C(C(C)NC)(O)c1ccccc1,c1cccc(c1)C(C(C)NC)O
C(CCC)N(CCC)CCC,C1N(C)CCCN(C)CCN(C)CCN(CCN(C1)C)C,C(CN(CC)CC)C,C1CCC(N(C2CCCCC2)C)C1,C1CC(N(C2CCCCC2)C)CCC1,c1ccc(cc1F)CN1C(CCC1)CO
C(N(CC)CC)C,c1cc(F)ccc1CN1CCCC1,C1CN(CCN(CCN(C)CCN(C)CCN(CCN1C)C)C)C,C(C)CC[N+]1(CCCC1)C,c1cc(CN2C(CO)CCC2)ccc1,C1CCCC(C1)N(C1CCCCC1)C
c1cc(ccc1)CN1CCCC1,C(C)CN(CCC)CCC,C12CC3CC(CC(C2)C3)([N+](C)(C)C)C1,C(C)(C)(C)NC(C)C,C1CCCC(C1)N(C)C1CCCCC1,C1CCCC2[N+]1(CC1CN3CCCCC3C(C2)C1)C
C1CN(C)CCN(CCN(C)CCN(CC1)C)C,C(CCCCC[N+](C)(C)C)CCCCC[N+](C)(C)C,N1(CCN(C)CCN(CCN(C)CCN(C)CCN(C)CC1)C)C,C1CCC(N(C2CCCCC2)C)CC1,C12C3CC(CN2CCC1)C1CCCC[N+]1(C)C3,C1CCCCN1
C1C2CC3CC(C2)CC([N+]1(C)C)C3,C(C)C[n+]1cn(cc1)C,C1CN(Cc2ccccc2)CC1,c1cc(ccc1)C(O)C(C)NC,C1C2CC3CC(CC1C3)(C2)[N+](C)(C)C,c1(C)[n+](ccn1C)CCCC
C1C(N(C)CCCC1)C,CCCN(CCC)CCC,C(CC)N(CCC)CCC,C1CC2C3CC(C4N(C3)CCCC4)C[N+]2(C)C1,C(C)CC[N+](CCC)(CCC)CCC,c1ccc(cc1F)CN1C(CO)CCC1
c1(ccccc1)CN1CCCC1,C(C)C[N+](CC)(CC)CC,C1CCN(Cc2ccc(F)cc2)C1,c1cccc(c1)C(C(C)NC)O,C(C)CN(CCC)CCC,C12CC3CC(C2)(CC(C3)C1)[N+](C)(C)C
c1ccc(cc1)CN1CCCC1,C(CCCC[N+]1(C)CCCC1)[N+]1(CCCC1)C,C(C)(NC(C)C)C,C(C)CCCNCCCCC,C1CC(N(C2CCCCC2)C)CCC1,c1cccc(C(O)C(C)NC)c1
C(c1c(C[n+]2ccn(C)c2C)ccc1)F,C1CCCCN1,Cn1cc[n+](c1C)CCCC,C1CCCCN1,c1cc(ccc1)CN1CCCC1CO,c1cccc(c1)C(O)C(C(NC)C)O
C1CCCCC2C3CCCC[N+]4(CCCCC3)C2C1,C(C)CN(CCC)CCC,C1CCC(N(C2CCCCC2)C)C1,Cn1c(C)[n+](C)cc1,C(CCCCC[n+]1c(n(cc1)C)C)CC[n+]1c(n(C)cc1)C,c1c(cccc1)C(C(C)NC)O
C1C(CCCC1)N(C)Cc1ccccc1,C1CCCCC(N1)Cc1ccccc1,C(C(O)C(O)c1ccccc1)N(C)C,c1cc(ccc1)CN1CCCC1,C1CCCC2[N+]1(C)CC1C3N(CC2C1)CCCC3,C(CNCCO)CO
c1c(cc(cc1)CN1CCCC1)CO,c1c(cccc1)CN1CCCC1CO,c1c(CN2CCCC2)cccc1,c1cc(c(cc1)F)C[N+](C)(Cc1ccccc1)C,c1(ccccc1)CN1C(CO)CCC1,C1CCCCNC1
N(C(C)CC)(CC)C,C(CCC)N(CCC)CCC,N(CCC)(CCC)CCC,C1CC(CCC1)N(C1CCCCC1)C,c1cc(ccc1)CN1C(CO)CCC1,c1ccc(cc1F)CN1C(CO)CCC1
c1ccccc1CN1CCCCC1,C(C)(N(CC)C(C)C)C,C1C(N(C2CCCCC2)C)CCCC1,C(N(CC)CC)C,C1CCCCC1N(C1CCCCC1)C,C(C)CNCCC
c1c(cccc1)CN1CCCC1,C(C)(N(CC)CC)C,C1CCCN1Cc1ccccc1F,c1cc(ccc1)C(O)C(NC)C,c1cc(CN2C(CO)CCC2)ccc1,C1CCCCC(C1)N(C1CCCCC1)C
C1(CCCC1)N(Cc1ccccc1)C,C1C2CC3(CC1CC(C3)C2)[N+](C)(C)C,C1CCCN(C1)Cc1ccccc1,C(CNCCC)C,C12CC3CC(CC(C2)(C3)[N+](C)(C)C)C1,CCCNCCC
C1CCCN(CCN(CCCCN(CCCN1C)C)C)C,C1C2C3CCCC[N+]3(CC(C1)CN1CCCCC12)C,C(C)N(CC)CC,C(C(C)NC(C)C)(C)O,c1ccc(cc1)C[N+](C)(Cc1ccccc1)C,C1CCCCCN1
C1CCCN(Cc2ccccc2)C1,C1(CCCCC1)[N+]1(CCCC1)CCCC,C(N(C)C)(C)C(C)NC,C1CCCC(N2CCCCC2)C1,c1cnccc1N(C)C,C(NC)C
Cc1n(c(C)[n+](c1C)CC)C,C(CCCCCCCCCCCCCCC)CCCC[N+](C)(C)C,c1cc(F)c(cc1)CN1CCCC1,C1CCC(N(C)C2CCCCC2)C1,c1cc(ccc1)CN1CCCC1,C1CCC2[N+](C)(CC3CC2CN2CCCCC23)CC1
C1CCC(N(C)CCNC(CCNC(CCN(C1)C)C)C)C,N(CC)(CC)CC,C1C(N(CCC1)Cc1ccccc1)CO,C(C)CNCCC,c1ccc(C(O)C(C)NC)cc1,c1c(F)ccc(c1)CN1CCCC1
c1ccccc1CN1CCCC1CO,C(CC)N(CCC)CCC,C1C(CCC1)N(C1CCCCC1)C,C1CCN(Cc2ccccc2)C1,C(C)CNCCC,C(N(CCO)CCO)CO
CC(NC(CC)CC)C,C(C)CN(CCC)CCC,C1CCCC(N(C2CCCCC2)C)C1,c1cccc(C(O)C(O)C)NCCNC(C)C,C(C)C[n+]1ccn(c1)C,C1CCC(N(C2CCCCC2)C)CC1
C(NCC)C,C1CCCC2[N+]3(CCCCC3)CCCC21,C(C)CNCCC,C1CN(Cc2ccccc2)C(C1)CO,C(C)CN(CCC)CCC,C(C)CNCCC
C(CCCC)N(CC)CC,C(C)(N(C(C)C)CC)C,c1c(cccc1)C(N(C)C)C,c1cccc(c1)CN1CCCC1CO,c1(CN2CCCC2CO)ccccc1,C1CCCN1Cc1cccc(F)c1
C1CCN(CCCN(CCCN(CCN(C1)C)C)C)C,c1ccc(CN2C(CO)CCC2)cc1,C1CN(Cc2ccc(cc2)F)CC1,C1CCN(C1)Cc1ccccc1,C1C(N(C2CCCCC2)C)CCCC1,C1CCCC(N(C)C2CCCCC2)C1
c1(cc(ccc1)CN1CCCC1)F,C(CCCCCCCCCCCC)CCCCC[n+]1ccn(c1)C,c1ccc(c(c1)F)CN1CCCC1,c1ccccc1CN1CCCC1,c1cccc(c1)CN1C(CO)CCC1,c1cccc(c1)C(C(NC)C)O
Cc1c(C)n(c(C)[n+]1CCCCC[n+]1c(n(c(C)c1C)C)C)C,c1ccc(cc1)CN1CCCC1CO,C([N+](CCO)(CCO)C)CO,c1c(CN2CCCC2)cccc1,c1(ccccc1)C[N+](C)(Cc1ccccc1)C,C1CC(CO)N(Cc2ccccc2)C1
c1c(cccc1)CN1CCCC1,C1CCCCC1N1Cc1ccccc1,c1ccc(cc1)C(C(NC)C)O,c1ccccc1C(O)C(NC)C,C(c1ccccc1)N1C(CO)CCC1,C1CCCC(N(C2CCCCC2)C)C1
C1N(C)CCCN(CCN(CCN(CCN(CCN(CC1)C)C)C)C)C,C(CCC)C[n+]1c(n(cc1)C)C,C(C)CN(CCC)CCC,C1CCC(N(C1)Cc1ccccc1)CO,C1CCC(N(C2CCCCC2)C)CC1,C(N(CC)CC)C
c1cccc(c1)CN1CCCC1,c1(ccc(cc1)F)C(C(C)NC)O,c1cc(ccc1)CN1C(CCC1)CO,c1(CN2CCCC2)ccccc1,C(C)CNCCC,c1cc(ccc1)C(O)C(C)NC
C(CC)N(CCC)CCC,[n+]1(c(C)n(cc1)C)CC,C(CC)[n+]1ccn(c1)C,C(CCCN)CCCC,C1N(Cc2ccccc2)CCC1,c1ccc(cc1)C(O)C(C)NC
C1C2CC3CC(CC(C3)C2)[N+]1(C)C,c1cc(C(C(C)NC)O)ccc1,C1C(N(C)CCC1)Cc1ccccc1,C1CCC(CC1)N(C1CCCCC1)C,C1CC(CO)N(C1CO)Cc1ccccc1,c1n(C)c[n+](CCCC)c1
C(CNCCC)N,c1cccc(c1)C[N+](C)(C)Cc1ccccc1,C1CC(N(C2CCCCC2)C)CC1,c1ccccc1CN1CCCC1CO,C(CCCC[n+]1c(n(C)cc1)C)C[n+]1c(n(C)cc1)C,c1(CN2CCCC2CO)ccccc1
c1ccccc1CN1CCCC1,C12CC3(CC(CC(C3)C2)C1)[N+](C)(C)C,C(CO)N(CCO)CCO,C(C)CCNCCCC,c1(ccccc1)C[N+](C)(Cc1ccccc1)C,C1(CO)N(Cc2ccccc2)CCC1
c1cccc(c1)CN1CCCC1,c1cccc(c1)CN1CCCC1CO,C1CN(CCN(CCN(CCN(C)CCN1C)C)C)C,C(CC)NCCC,C(C)CNCCC,CCCN(CCC)CCC
C(CCC)N(CCC)CCC,CC1CN(Cc2ccccc2)CC1,c1(F)cccc(c1)CN1CCCC1,C(C)CNCCC,c1cc(c(cc1)CN1CCCC1)F,C1CCC(CC1)N(C1CCCCC1)C
C1C2CC3CC(C2)C(C3)C[N+](C)(C)C1,C(CCC)NCCC,C1CCCC(N(C2CCCCC2)C)C1,c1cc(cc(CN2CCCC2)c1)F,c1(CN2CCCC2)ccccc1,C1CCCN1Cc1ccccc1
C([N+](CC)(CC)CC)CC,C(N(CC)CC)C,C(CC)N(CCC)CCC,C12CC3CC(CC(C3)([N+](C)(C)C)C2)C1,c1cc(C[N+](C)(C)Cc2ccccc2)ccc1,C1CN(Cc2ccccc2F)CC1
C1CCCCN1Cc1ccccc1,C1CCC(N(C1)C1CCCCC1)CO,C12CC3CC(C2)CC(C3)(C1)[N+](C)(C)C,c1(C)n(cc[n+]1C)C,c1cc(ccc1)C(C(NC)C)O,c1cc(ccc1)CN1CCCC1
C(C)N(CC)CCC,c1cccc(c1)C(C(C)NC)O,C(C)(C)N(C(C)C)CC,c1cc(ccc1)CN1CCCC1,C(C(NC)C)(O)c1ccccc1,c1c(cccc1)CN1CCCC1
C1CCN(C)CCN(CCN(CCN(CCN(C)CCN(C)CCN1C)C)C)C,c1cc(ccc1)CN1CCCC1,C1CCC(N(C)C2CCCCC2)CC1,C1CCC2C3CN4CCCCC4C(C[N+]21C)C3,C1CC(CO)N(Cc2ccccc2)C1,c1(ccccc1F)CN1CCCC1
C1C2CC3CC(CC(C3)C2)[N+](C)(C)C1,C(C)CN(CCC)CCC,C1CCC(N(C2CCCCC2)C)CC1,C12CC3CC(CC(C3)C2)([N+](C)(C)C)C1,C1C2CC3CC(CC1C3)([N+](C)(C)C)C2,c1(C(C(C)NC)O)ccccc1
c1ccccc1C(O)C(O)C(O)O,C(C)CCCCCCCCNCCCC,c1(C)n(C)c[n+](c1)CC,C12C3CCCCN3CC(C3[N+](C1)(C)C)C2,C1C2CC3CC(CC1(C3)[N+](C)(C)C)C2,c1(CN2CCCC2)ccc(F)cc1
[N+]1(C)(CC2CCCCCC2C1)C,C1C(CCCC1)N(C1CCCCC1)C,c1cc(cc(F)c1)CN1CCCC1,C(C(C(c1ccccc1)O)C)NC,C1CCC(CO)N1Cc1ccccc1,C(c1[n+](c(C)n(c1C)C)C)C
C(C)c1[n+](ccn1C)C,C(N(CC)CC)C,C(C)(N(C(C)C)C(C)C)C,C(c1ccc(F)cc1)N1CCCC1,C(C)C[N+](CCC)(CCC)CCC,C1CCCCC(N(C)C2CCCCC2)C1
c1cc(ccc1)CN1CCCC1,C(CC)NCCC,c1c(F)ccc(c1)C[N+](C)(Cc1ccc(F)cc1)C,c1cccc(c1)CN1CCCC1,C1CCC(N(C2CCCCC2)C)CC1,C1CC(CCC1)N(C1CCCCC1)C
C(N(CC)CC)C,C1CCCCN1Cc1ccccc1,C1CCC(N(C1)Cc1ccccc1)CO,c1c(F)ccc(CN2CCCC2)c1,C1CCCCC1N(C)C1CCCCC1,C1CCCCN1
c1cc(ccc1)CN1CCCC1,c1ccc(cc1)CN1CCCC1,CC(N(C(C)C)C)C,C1C2C3CCCCN3CC1C1CCCC[N+]1(C2)C,c1ccc(C(O)C(C)NC)cc1,C1CCC(CC1)N(C)C1CCCCC1
C1C2CC3CC(CC2CC1)CC(C3)[N+]1(C)C,C(C)CN(CCC)CCC,C1CCN(CC1)Cc1ccccc1,C12C3CC(C4N(CCCC4)C3)C[N+]2(CCCC1)C,c1c(cccc1)CN1CCCC1,C(C(C(c1ccccc1)O)C)NC
c1cn(c(C)[n+]1C)C,C1CCN(C1)Cc1ccccc1,C1CCCNCC1,c1cccc(CN2CCCC2)c1,C1CCC2C3CC(C[N+]2(CC1)C)C1N(CCCC1)C3,c1cccc(c1)CN1CCCC1
c1ccccc1CN1CCCC1,C1CN(CCN(CCN(C)CCN(C)CCN(CCN(C1)C)C)C)C,C(C)C[N+](CCC)(CCC)CCC,c1(C)[n+](ccn1C)CC,C(C)CNCCC,c1ccc(cc1)CN1CCCC1
c1cc(ccc1)C(O)C(O)C(O)O,c1c(cccc1)C[N+](C)(Cc1ccccc1)C,C(N(C(C)C)C)C,c1(ccccc1)CN1CCCC1,C(CNCCC)C,c1ccccc1CN1C(CO)CCC1
C1CCN(CCCN(CCCN(C)CCCN1C)C)C,C[N+](C)(C)CCCCCC[N+](C)(C)C,C1CCC(N(C1)Cc1ccccc1)CO,c1cccc(C(O)C(C)NC)c1,C1CCCCN1,c1(n(c(C)[n+](C)c1C)C)C
c1ccc(cc1)CN1CCCC1,C(C)C[n+]1c(C)n(c(c1C)C)C,C1CCC(CO)N(C1C)Cc1ccccc1,C(c1ccccc1)N1C(CCC1)CO,c1c(C[N+](Cc2ccccc2F)(C)C)cccc1,C1CCC(N(C2CCCCC2)C)CC1
C1CCCN(CCN(CCCN(CCN(CCCCN1C)C)C)C)C,C1CCCC(N(C1)C1CCCCC1)CO,C(C)(N(C(C)C)C)C,c1cccc(CN2CCCC2)c1,C(C(NC)C)(O)c1ccccc1,C(C(C)NC)(O)c1ccccc1
C1C(CCCC1)N(Cc1ccccc1)O,C1CCCC(C1)N(C1CCCCC1)C,C(C)N(CCC)CCC,c1n(c[n+](c1)CCCC)C,c1ccc(cc1)C(C(NC)C)O,c1cc(F)ccc1CN1CCCC1
