origin: C1N(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)C1, cl: C1N(CCN(C)CCN(C)C1)C, target: C1N(C)CCN(C)CCN(C)C1
origin: C1CCCC(N)C1, cl: CCN(CCO)CCO, target: CC(N(C(C)C)CC)C
origin: C(CN(CCO)CCO)O, cl: C(C)[N+](CC)(CC)CC, target: CC(C)N(CC)C(C)C
origin: C[N+](C)(CC)CC, cl: CC(C)N(CC)C(C)C, target: CCN(C(C)C)C(C)C
origin: C1CC2CCCCC2[N+](C)(C)C1, cl: C1[N+](C)(C)CC2C(C1)CCC2, target: CC1C[N+](C)(C)CC(C)C1
origin: CC(C)N(C(C)C)CC, cl: C(C)[N+](C)(CC)C, target: [N+](CC)(CC)(CC)CC
origin: CC(N(C(C)C)CC)C, cl: CC[N+](CC)(C)C, target: CC[N+](CC)(CC)CC
origin: C(C)[n+]1cn(C)cc1, cl: C(C)[N+](CC)(C)C, target: CC(C)N(CC)C(C)C
origin: C1CCCCC1N, cl: CCN(CC)CC, target: CC(C)N(C(C)C)CC
origin: CC1(C)C2CC1[N+](C)(C)CCC2, cl: C[N+]1(C)CC(C)CC(C1)C, target: C[N+]1(CC)C(C)(C)CCCC1(C)C
origin: C1CCC(N2CCCCC2)CC1, cl: C(N(CC)CC)C, target: CC(C)N(CC)C(C)C
origin: CC1C[N+](C)(C)CC(C)C1, cl: [C@@CCCCC[N+](C)(C)C, target: [C@@H]1(C)CCC[C@H](C)[N+]1(CC)CC
origin: C1(C)CC(C)C[N+](C)(C)C1, cl: [N+]12(CCCC[N+]34CCN(CC3)CC4)CCN(CC2)CC1, target: CC1CC(C)C[N+](C)(C)C1
origin: C(C)[N+](CC)(CC)CC, cl: N(CC)(CC)CC, target: CC(C)N(C(C)C)CC
origin: C(C)N(CC)CC, cl: C(N(C)C)CO, target: CC(N(CC)C(C)C)C
origin: C(C)(C)(C)[N+](C)(C)C, cl: [N+](CC)(CC)(CC)CC, target: C1(C)CC(C)C[N+](C)(C)C1
origin: OCCN(CCO)C, cl: CC(C)N(C(C)C)CC, target: C(N(C(C)C)C(C)C)C
origin: C(CN(CCO)CCO)O, cl: [N+]1(CCCCC[N+]2(C)CCCC2)(CCCC1)C, target: CC1C[N+](C)(C)CC(C)C1
origin: C1CCNC(C)(C)CC(C)NCCNC(C)(C)CC1C, cl: CC[N+](CC)(CC)CC, target: C([N+](CC)(CC)CC)C
origin: C1CCCCC1N, cl: C(N(CC)C(C)C)(C)C, target: CC(N(C(C)C)CC)C
origin: C1CCCC(N2CCCCC2)C1, cl: CC(C)N(C(C)C)CC, target: C(N(C(C)C)C(C)C)C
origin: C1C(C)C[NH2+]CC1C, cl: [C@H2CC(C(C)CC2C)CCCC, target: [C@@H]1(C)C[NH2+]C[C@@H](C)C1
origin: CC1C[N+](CC)(CC)CCC1, cl: C[C@1CCCC(C)[N+]1(C)C, target: C[C@H]1[NH2+][C@@H](C)CCC1
origin: C1(C)CCCC(C)[N+]1(CC)CC, cl: C[N+]1(CC(C)CC(C)C1)C, target: C[N+]1(C)C(C)CCCC1C
origin: C1CCC(C)[N+](C)(CC)C1C, cl: CC[N+]1(CC)C(CCCC1C)C, target: C(C)[N+]1(CC)C(C)CCCC1C
origin: C1CC(C)[N+](CC)(CC)C(C)C1, cl: C([N+]1(CC2C(C3C4C[N+](CC4C2C=C3)(CC)CC)C1)CC)C, target: [N+]1(CC)(C)C(C)CCCC1C
origin: c1[n+](CC)cn(C)c1, cl: c1[n+](cn(c1)C)CC, target: C([n+]1cn(C)cc1)C
origin: C1C(C)C[N+](C)(C)CC1C, cl: C[N+]1(CC(CC(C1)C)C)C, target: C1(C)CC(C)C[N+](C)(C)C1
origin: C1CCCC(N)C1, cl: C(CNCCN)NCCN, target: C(CNCCN)NCCN
origin: C1CCC(N)CC1, cl: N(CCNCCNCCN)CCN, target: C(CN)NCCCNCCN
origin: Cn1c(C)[n+](C)cc1C, cl: [C@@, target: [C@H]1(C)CC(C)(C)NCCN[C@@H](C)CC(C)(C)NCCN1
origin: C1CCCCC1N, cl: N1[C+](C)(CCCCC[N+]2(C)CCCC2)CCCC1, target: C1NC(C)(C)C[C@H](C)NCCNC(C)(C)C[C@H](C)NC1
origin: C1(C)C[N+](C)(C)CC(C)C1, cl: C1[N+](C)(C)CC(C)CC1C, target: C[N+]1(C)C[C@H](C)C[C@H](C)C1
origin: C1C(C)C[N+](C)(C)CC1C, cl: [C@@C1CCCCC1)(CC)C, target: C1[N+](C)(C)C[C@@H](C)C[C@@H]1C
origin: C1[N+](C)(C)CC(C)CC1C, cl: C[N+]1(CCCC2C1CCCC2)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1C(C)C[N+](C)(C)CC1C, cl: C1C([N+](C)(C(CC1)C)C)C, target: [N+]1(CC)(CC)C(C)CCCC1C
origin: C1C(C)(C)[N+](C)(CC)C(C)(C)CC1, cl: [N+]1(C)(C)CC(C)CC(C1)C, target: C1C2[N+](C)(C)C(CC1)CCC2
origin: C1CC(C)[N+](CC)(CC)C(C)C1, cl: C(C)[N+]1(CC)CC(CC(C1)C)C, target: CC1[N+](CC)(CC)C(C)CCC1
origin: C1C(C)C[N+](C)(C)CC1C, cl: C1C(C)(C)CCC[N+]1(C)CC, target: C1C(C)CC(C)C[N+]1(C)C
origin: CC1CC(C)C[N+](C)(C)C1, cl: C([P+](CC)(CC)CC)C, target: C(C)[P+](CC)(CC)CC
origin: CC1CCCC(C)[N+]1(C)C, cl: C[N+]1(C)CC(C)CC(C1)C, target: CC1[N+](C)(C)C(C)CCC1
origin: C1C(C)C[N+](C)(C)CC1C, cl: CC1(C)C2CC1[N+](CCC2C)(C)C, target: C1CCC(C)(C)[N+](C)(CC)C1(C)C
origin: C12CC3CC(C1)CC([N+](C)(C)C)(C2)C3, cl: C1(C)[N+](C)(C(CCC1)C)C, target: C(C)[N+]1(CC)C(C)CCCC1C
origin: C1CCC2CCC[N+](C)(C)C2C1, cl: C1C([N+](C)(CC)C(C)CC1)C, target: CC1CCCC(C)[N+]1(C)C
origin: C1C2CC3CC(CC1([N+](C)(C)C)C3)C2, cl: [N+]1(C)(C)CCCC2CCCCC2C1, target: [N+]1(C)(C)CCCC2CC1C2(C)C
origin: C1C2CC3CC(CC1C3)[N+](C)(C)C2, cl: C12[N+](CCCC2CCC1)(C)C, target: C1C2[N+](C)(C)CC(C)(CC1(C)C)C2
origin: C1(C)CC(C)C[N+](C)(C)C1, cl: [N+]1(C)(C)CC(C)CC(C)C1, target: C12C(C)(C)C([N+](C)(C)CCC1)C2
origin: C1(C)C[N+](C)(C)CC(C)C1, cl: C12CC3CC([N+](C)(C)C)(CC(C3)C2)C1, target: C12C(C)(C)C([N+](C)(C)CCC1C)C2
origin: C1CCCCC1N, cl: CC(C)N(C(C)C)CC, target: CC(N(C(C)C)CC)C
origin: CC1CCCCC1N, cl: C(N(CC)C(C)C)(C)C, target: CC(N(CC)C(C)C)C
origin: C1CCCCC1N, cl: C(N(CC)CC)C, target: CCN(C(C)C)C(C)C
origin: C1CCCCC1N, cl: c1n(C)c[n+](c1)CC, target: c1n(CC)cc[n+]1C
origin: CC(N(C(C)C)CC)C, cl: CC(C)N(C(C)C)CC, target: C(C)(N(C(C)C)CC)C
origin: C1(C)(C)C2CC1CCC[N+]2(CC)CC, cl: CC[P+](CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: CC1(C)C[N+](C)(C(C)C)CCC1, cl: C1(C)C[N+](CC)(CC(C1)C)CC, target: CC1C[N+](C)(C)CC(C)C1
origin: C1C(C)[N+](C)(CC)C(C)CC1, cl: C1CC([N+](CC)(C)C(C)C1)C, target: C(C)C1CCCC[N+]1(C)C
origin: C1CC(C)[N+](CC)(CC)C(C)C1, cl: C[N+]1(CC)CC(C)CC(C1)C, target: C([N+]1(C)C(C)CCCC1C)C
origin: C1(C)CCCC(C)[NH2+]1, cl: CC[N+]1(CC)CC(C)CC(C1)C, target: C1C(C)[N+](CC)(CC)C(C)CC1
origin: C1CCC(C)[N+](CC)(C)C1, cl: C1C[N+]2(CC(C)C1)C(CCC2)C, target: C1(C)CCCC(C)[N+]12CCCC2
origin: CC1[N+](C)(C)C(C)CCC1, cl: C1=CC(C)(C)C[N+](C)(C)C1(C)C, target: CC1(C)C[N+](C)(C)CC(C)(C)C=C1
origin: C(CNCCC)C, cl: CC[N+](CC)(CC)CC, target: C([N+](CC)(CC)CC)C
origin: C(C)CCCCCCCCCCCC[N+](C)(C)C, cl: CCN(CC)CC, target: N(CC)(C(C)C)C(C)C
origin: C1CCCCC1N, cl: CC(N(CC)C(C)C)C, target: N(C(C)C)(C(C)C)CC
origin: C1CCCCC1N, cl: C1CN(CCN(CCN(CCN(CCN(CCN1C)C)C)C)C)C, target: CN1CCN(C)CCN(C)CC1
origin: C1CCC(N2CCCCC2)CC1, cl: N1(CCN(C)CC1)C, target: C1CN(C)CCN(C)CCN1C
origin: C1CC2C(C[N+](C)(C)CCC2)CC1, cl: [C@@[N+]1(C)CC2C(C3C=CC2C2C3C[N+](CC)(CC)C2)C1, target: [N+]1(C)(C)[C@@H](C)CCC[C@H]1C
origin: C12CC3CC(CC(C3)C1)C[N+]2(C)C, cl: C1C[N+](C)(C)C2CCC1CC2, target: C[N+]1(C)[C@H](C)CCC[C@@H]1C
origin: C1C2C(CCCC2)CC[N+](C)(C)C1, cl: C[C@1CCCC(C)[N+]1(C)C, target: [N+]1(C)(C)[C@H](C)CCC[C@@H]1C
origin: C1C2C(CCC[N+]2(C)C)CC1, cl: [C@H2CCCCCCCCCCCCC[N+](C)(C)C, target: C1[N+](C)(C)C[C@H](C)C[C@@H]1C
origin: C1CCC2C([N+](C)(C)CCC2)C1, cl: C[N+]1(C)CCCC2C(CCCC2)C1, target: C[C@@H]1C[N+](C)(C)C[C@H](C)C1
origin: C12CC3CC(CC([N+](C)(C)C)(C1)C3)C2, cl: C[N+]1(CC2C3C=CC(C2C1)CC3)C, target: C[C@@H]1C[C@H](C)C[N+](C)(C)C1
origin: C1CCCC2[N+](C)(C)CCCC12, cl: C(C)[N+]1(C2C(CCCC2)CCC1)C, target: C([P+](CC)(CC)CC)C
origin: C[N+]1(C)CC(C)CC(C)C1, cl: C[N+]1(C)CC(C)CC(C1)C, target: [N+]1(C)(C)CC(C)CC(C)C1
origin: C1C(C)C[N+](C)(C)CC1C, cl: C1[N+](CC)(CC2C3C4C[N+](CC4C(C12)C=C3)(CC)CC)CC, target: CC1C[N+](C)(C)CC(C)C1
origin: CCCC[n+]1ccn(C)c1, cl: CC[N+](CC)(C)C, target: C([N+](CC)(CC)CC)C
origin: C1(C)CC(C)C[N+](C)(C)C1, cl: CC1CC(C[N+](C)(C)C1)C, target: C1[N+](C)(C)CC(C)CC1C
origin: C[N+]1(C)C2C(C)(C)C(C2)CCC1, cl: C1C(C)C[N+](C)(C)CC1C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1(C)C[N+](C)(C)CC(C)C1, cl: C([P+](CC)(CC)CC)C, target: CC[P+](CC)(CC)CC
origin: CC1[N+](C)(CC)C(C)CCC1, cl: C([P+](CC)(CC)CC)C, target: [P+](CC)(CC)(CC)CC
origin: C1C2CC3([N+](C)(C)C)CC1CC(C2)C3, cl: C(C)[N+](CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: [N+](C)(C12CC3CC(C1)CC(C3)C2)(C)C, cl: [P+](C)(C)(C)C, target: C(C)[P+](CC)(CC)CC
origin: C(C)(C)N(CC)C(C)C, cl: CC(N(C(C)C)CC)C, target: CC(N(C(C)C)CC)C
origin: C1CC2CCC[N+](C)(C)C2CC1, cl: C1[N+](C)(C)C2CCCC2CC1, target: C1[C@@H](C)C[C@@H](C)C[NH2+]1
origin: C1C2C(CCCC2)[N+](C)(C)CC1, cl: C1C[N+](C)(CC2CCCCC2C1)C, target: C1C[C@H](C)[NH2+][C@H](C)C1
origin: C(C)(C)(C)N(C)C, cl: CC(N(CC)C(C)C)C, target: C(C)(C)N(CC)C(C)C
origin: C(CN(C(C)C)C(C)C)CC, cl: C(C)[N+](CC)(CC)CC, target: C(C)(N(C(C)C)CC)C
origin: CC(N(C(C)C)CC)C, cl: CCN(CC)CCO, target: C(C)N(C(C)C)C(C)C
origin: C1C2CCCCC2[N+](C)(C)CC1, cl: CC1CC(C[N+](C)(C1)C)C, target: C1C(C)C[N+](C)(C)CC1C
origin: C(C)[n+]1ccn(C)c1, cl: CC[N+](CC)(CC)CC, target: CC[N+](CC)(CC)CC
origin: C(C)(C)N(C(C)C)CC, cl: CC[N+](C)(CC)C, target: CC[N+](CC)(CC)CC
origin: CC(C)N(C(C)C)CC, cl: CCN(CC)CC, target: C(C)N(C(C)C)C(C)C
origin: C1CCC(N2CCCCC2)CC1, cl: C(C)(C)N(C(C)C)CC, target: CC(N(CC)C(C)C)C
origin: C1C(C)C[N+](C)(C)CC1C, cl: C[N+]1(C)CC(CC(C1)C)C, target: [N+]1(C)(CC)C(C)(C)CCCC1(C)C
origin: C1CCCCC1N, cl: CC(N(CC)C(C)C)C, target: N(C(C)C)(C(C)C)CC
origin: C1C(C)[N+](C)(CC)C(C)CC1, cl: [C@H3CCCCC(C)CCCCC[N+](C)(C)C, target: C[C@@H]1[N+](CC)(CC)[C@H](C)CCC1
origin: C1CCC(C)[N+](CC)(CC)C1C, cl: CC1CCCC(C)[N+]1(C)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: CC(C)N(CC)C(C)C, cl: N(CC)(C(C)C)C(C)C, target: CCN(C(C)C)C(C)C
origin: C1CCCC(N)C1, cl: CCN(CC)CC, target: C(C)(N(CC)C(C)C)C
origin: C(C)N(C(C)C)C(C)C, cl: C1[N+](CCC1)(CCCCC[N+]1(C)CCCC1)C, target: C1C(C)C[N+](C)(C)CC1C
origin: C(O)CN(C)CCO, cl: C(C)[N+](CC)(CC)CC, target: C(N(CC)C(C)C)(C)C
origin: CCCCCCCCCCCCCC[N+](C)(C)C, cl: CC1CC(C[N+](C)(C)C1)C, target: [N+]1(C)(C)CC(C)CC(C)C1
origin: C[n+]1ccn(C)c1, cl: CC[N+](CC)(CC)CC, target: [N+](CC)(CC)(CC)CC
origin: N1CCNC(C)(C)CC(C)NCCNC(C)(C)CC1C, cl: CC(N(C(C)C)CC)C, target: CC(N(C(C)C)CC)C
origin: C1CCCC(N2CCCCC2)C1, cl: CC(C)N(CC)C(C)C, target: CC(N(C(C)C)CC)C
origin: C1CC(C)[N+](C)(CC)C(C)C1, cl: C[C@1CCCC(C)[N+]1(CC)CC, target: [C@H]1(C)C[C@H](C)C[NH2+]C1
origin: C1C(C)C[N+](CC)(CC)CC1, cl: [C@@CC(C)C)(C)C1CCCCC1, target: [C@@H]1(C)[NH2+][C@H](C)CCC1
origin: C1C(C)[N+](CC)(CC)C(C)CC1, cl: [N+]1(CC)(CC)C(CCCC1C)C, target: [N+]1(C)(C)C(C)CCCC1C
origin: C1CCC(C)[N+](CC)(C)C1C, cl: C1(C)[N+](C(CCC1)C)(C)C, target: CC[N+]1(CC)C(C)CCCC1C
origin: C1C(C)CC(C)C[N+]1(C)C, cl: C1(C)CC(C[N+](C)(C)C1)C, target: C1CCC(C)[N+](C)(CC)C1C
origin: CC[n+]1ccn(C)c1, cl: c1n(C)c[n+](c1)CCCC, target: [n+]1(CC)cn(C)cc1
origin: C12CC([N+](C)(C)CCC1)C2(C)C, cl: CC1C[N+](C)(C)CC(C1)C, target: C1(C)CC(C)C[N+](C)(C)C1
origin: C(CNCCNCCN)N, cl: NCCNCCNCCNCCN, target: C(CNCCNCCN)N
origin: C(CNCCN)NCCNCCNCCN, cl: N(CCN)CCN, target: C(CN)NCCCNCCN
origin: C1CNC(C)(C)CC(C)NCCNC(C)(C)CC(C)N1, cl: [C@H+](C)c1ccccc1, target: CC1(C)C[C@H](C)NCCNC(C)(C)C[C@H](C)NCCN1
origin: C1C(C)(C)NCCNC(C)CC(C)(C)NCCNC1C, cl: C[C@CC[n+]1ccn(C)c1, target: C1(C)(C)C[C@H](C)NCCNC(C)(C)C[C@H](C)NCCN1
origin: C1C2C(C)(C)C1CCC[N+]2(C)C, cl: C1[C+](C)(C)CC(C1)C, target: C[N+]1(C)C[C@@H](C)C[C@@H](C)C1
origin: C1CCC(C)[N+](C)(C)C1C, cl: C[N+]1(CC(CC(C)C1)C)C, target: C[N+]1(C)C[C@@H](C)C[C@H](C)C1
origin: C1C2CC3([N+](C)(C)C)CC(CC1C3)C2, cl: C1[N+](C)(C)CC2CCCC2CC1, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1(C)C[N+](C)(C)CC(C)C1, cl: C1C(C)[N+](C)(C(C)CC1)C, target: C1(C)CCCC(C)[N+]1(CC)CC
origin: C1(C)(C)C2CC1[N+](C)(C)CCC2, cl: C1CCC(C)[N+](C)(C1C)C, target: C1C2CCCC(CC1)[N+]2(C)C
origin: C1CCC(C)[N+](C)(CC)C1C, cl: CC1CCCC([N+]1(CC)CC)C, target: C1CCC(C)[N+](CC)(CC)C1C
origin: C1C2CC3CC(C2)CC1([N+](C)(C)C)C3, cl: C[N+]1(CC)CCCCC1C, target: CC1CC(C)C[N+](C)(C)C1
origin: C[N+]1(C)CC(C)CC(C)C1, cl: [P+](CC)(CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: C1CCCC([N+](C)(C)CC)C1, cl: C1C(C)[N+](C)(C)C(C)CC1, target: C1CC(C)[N+](C)(C)C(C)C1
origin: C[N+]1(C)CC(C)CC(C)C1, cl: C1CCC([N+](C1C)(C)C)C, target: C1C(C)(C)[N+](CC)(C)C(C)(C)CC1
origin: C1C2CC3CC1CC([N+](C)(C)C2)C3, cl: CC[N+]1(CC2CC3CC(C2)CC1C3)C, target: CC1CCCC(C)[N+]1(CC)CC
origin: C1[N+](C)(C)C2CCCCC2CC1, cl: [N+]1(C)(CC)CC2CC3CC1CC(C2)C3, target: C1(C)[N+](C)(C)C(C)CCC1
origin: C1C2CC3CC1CC([N+](C)(C)C2)C3, cl: C[N+]1(CC2C(C1)C1CCC2C=C1)C, target: C[N+]1(C)C2CC(C2(C)C)CCC1
origin: C1C2CC3CC(CC1C3)[N+](C)(C)C2, cl: C1C2CC3CC(C2)CC1(C3)[N+](C)(C)C, target: CC1(C)CC2(C)CC([N+](C)(C)C2)C1
origin: C1(C)CCCC(C)[N+]1(CC)C, cl: C12CC3CC(C2)CC(C3)(C1)[N+](C)(C)C, target: C1C2[N+](C)(C)CCCC1C2(C)C
origin: C1C(C)C[N+](C)(C)CC1C, cl: C1(C)C[N+](C)(C)CC(C1)C, target: C1(C)(C)C2CC1C(C)CC[N+]2(C)C
origin: C1CCCC(N)C1, cl: C(N(CC)CC)C, target: C(N(C(C)C)C(C)C)C
origin: C1CCCC(N)C1, cl: C(N(CC)CC)C, target: C(C)N(C(C)C)C(C)C
origin: C1CCCC(N)C1, cl: CC(N(CC)C(C)C)C, target: CC(C)N(CC)C(C)C
origin: C(n1c[n+](C)cc1)C, cl: [n+]1(CC)ccn(C)c1, target: c1cn(CC)c[n+]1C
origin: C1(C)(C)NCCNC(C)CC(C)(C)NCCNC(C)C1, cl: CC(N(C(C)C)CC)C, target: CC(N(CC)C(C)C)C
origin: CC1(C)C2CC1C(C)CC[N+]2(CC)C, cl: C(C)[N+]1(CC)CC2C(C1)C1C3C[N+](CC3C2C=C1)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C(C)[N+]1(CC)CC(C)(C)CCC1, cl: C1(CCC[N+]21CC(C)CC(C)C2)C, target: C1C(C)CC(C)C[N+]1(C)C
origin: C1CCC(C)[N+](C)(CC)C1C, cl: C(C)[N+]1(CC)CC(CCC1)C, target: C(C1[N+](C)(C)CCCC1)C
origin: C1C(C)CC(C)C[N+]1(C)C, cl: CC[N+]1(CC)CCCC(C)C1, target: CC[N+]1(C)C(C)CCCC1C
origin: C1(C)CCCC(C)[N+]1(CC)C, cl: CC[N+]1(CC)CC(C)CC(C1)C, target: CC[N+]1(CC)C(C)CCCC1C
origin: C1C2([N+](C)(C)C)CC3CC(CC1C3)C2, cl: C1(C)CC(C[N+](C)(C)C1)C, target: C1(C)CCCC(C)[N+]12CCCC2
origin: CC1(C)C[N+](C)(C(C)C)CCC1, cl: C1C(C)[N+](CC)(C)C(C)CC1, target: C[N+]1(C)CC(C)(C)C=CC(C)(C)C1
origin: CC(N(CC)C(C)C)C, cl: C([N+](CC)(CC)CC)C, target: C(C)[N+](CC)(CC)CC
origin: C1CCCC(N)C1, cl: CC(C)N(C(C)C)CC, target: CC(N(C(C)C)CC)C
origin: c1[n+](CC)ccn1C, cl: C(C)[N+](CC)(C)C, target: CC(C)N(C(C)C)CC
origin: C1N(C)CCN(C)CCN(C)C1, cl: N1(C)CCN(C)CC1, target: N1(C)CCN(C)CCN(C)CC1
origin: CC(C)N(C(C)C)CC, cl: C1N(C)CCCN(C)CCN(CCCN(C)C1)C, target: CN1CCN(C)CCN(C)CC1
origin: C[N+]1(C)C2C(CCC1)CCCC2, cl: [N+]1(C)(C)CCC2CCCC2CC1, target: C[N+]1(C)[C@@H](C)CCC[C@H]1C
origin: C1C2CC3CC(CC1C3)C[N+]2(C)C, cl: C[N+]1(C2CC(CCC1)C2(C)C)C, target: [N+]1(C)(C)[C@@H](C)CCC[C@H]1C
origin: C1C2C(CCC1)CCC[N+](C)(C)C2, cl: C[C@1CCCC([N+]1(C)C)C, target: [N+]1(C)(C)[C@H](C)CCC[C@@H]1C
origin: C1C2CC3CC1CC(C2)C[N+]3(CC)C, cl: [N+]1(C)(C)C2CCCC2CCC1, target: C[N+]1(C)C[C@H](C)C[C@H](C)C1
origin: C1C2C(CCC1)CCC[N+]2(C)C, cl: C[C@1CCCC(C)[N+]1(C)C, target: C1[C@H](C)C[C@H](C)C[N+]1(C)C
origin: C12CC3CC(C1)CC([N+](C)(C)C)(C2)C3, cl: [N+]1(CCCC2CCCCC12)(C)C, target: C1[C@H](C)C[C@H](C)C[N+]1(C)C
origin: C1C2CC3CC1CC([N+](C)(C)C)(C2)C3, cl: CC[P+](CC)(CC)CC, target: C(C)[P+](CC)(CC)CC
origin: C1C2CC3CC1CC([N+](C)(C)C)(C2)C3, cl: C1(CCCCC1)[N+](C)(CC)C, target: C1C(C)CC(C)C[N+]1(C)C
origin: C1(C)[N+](CC)(C)C(C)CCC1, cl: C1C(C)[N+](C)(C(C)CC1)C, target: C1(C)C[N+](C)(C)CC(C)C1
origin: CC(C)N(C(C)C)CC, cl: C([N+]1(CCCC1)C)CCCC[N+]1(C)CCCC1, target: C([N+](CC)(CC)CC)C
origin: C1(C)CCCC(C)[N+]1(C)C, cl: C1(C)CC(C[N+](C)(C)C1)C, target: C1[N+](C)(C)CC(C)CC1C
origin: C12CC(C1(C)C)[N+](C)(C)CCC2, cl: CC1CC(C[N+](C)(C)C1)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1C(C)C[N+](C)(C)CC1C, cl: C(C)[N+]1(CC)CC2C3C4C[N+](CC4C(C=C3)C2C1)(CC)CC, target: C(C)[P+](CC)(CC)CC
origin: C1CCC(C)[N+](C)(CC)C1C, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C1C2([N+](C)(C)C)CC3CC1CC(C3)C2, cl: CC[P+](CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: C[N+](C)(C)C12CC3CC(CC(C1)C3)C2, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C(N(CC)CC)C, cl: C(N(CC)CC)C, target: CC(N(CC)C(C)C)C
origin: C1C2CC3CC(CC1C3)C[N+]2(C)CC, cl: C1[C2CCCC2CCCC1, target: C1[C@H](C)C[NH2+]C[C@@H]1C
origin: C12CCCC1CCC[N+]2(C)C, cl: C1CC2C(CCC[N+]2(C)C)CC1, target: [NH2+]1[C@H](C)CCC[C@@H]1C
origin: CC[N+](CC)(CC)CC, cl: CCN(CC)CC, target: CCN(C(C)C)C(C)C
origin: C(N(CCO)CCO)CO, cl: CC(C)N(C(C)C)CC, target: CC(N(CC)C(C)C)C
origin: C(C)(C)(C)N(C)C, cl: CC(N(CC)C(C)C)C, target: CCN(C(C)C)C(C)C
origin: C1CC2C(CC1)CCC[N+]2(C)C, cl: C1(C)[N+](C)(C)C(CCC1)C, target: C1(C)C[N+](C)(C)CC(C)C1
origin: C(C)(C)N(C(C)C)CC, cl: CC[N+]1(CC)CC2C(C3C4C(C[N+](CC)(CC)C4)C2C=C3)C1, target: CC[N+](CC)(CC)CC
origin: Cn1c(C)[n+](C)cc1, cl: [N+]1(CCCC1)(CCCCC[N+]1(C)CCCC1)C, target: CC[N+](CC)(CC)CC
origin: C1CCC(N2CCCCC2)CC1, cl: CC(C)N(CC)C(C)C, target: N(CC)(C(C)C)C(C)C
origin: C1CCCCC1N, cl: CC(C)N(CC)C(C)C, target: C(N(CC)C(C)C)(C)C
origin: C1C(C)C[N+](C)(C)CC1C, cl: C1CCC(CC1)[N+](C)(C)C, target: C1CC(C)(C)[N+](C)(CC)C(C)(C)C1
origin: CCCC[n+]1ccn(C)c1, cl: CC(N(CC)C(C)C)C, target: CC(N(CC)C(C)C)C
origin: C1(C)CC(C)C[N+](C)(C)C1, cl: CC[N+]1(C(CCCC1C)C)CC, target: C1CC[C@@H](C)[N+](CC)(CC)[C@H]1C
origin: C1[N+](C)(C)CC(C)CC1C, cl: C[N+]1(C)CC(C)CC(C1)C, target: C1C(C)CC(C)C[N+]1(C)C
origin: c1[n+](CC)ccn1C, cl: C(C)CNCCC, target: CCN(C(C)C)C(C)C
origin: C(CN(CCO)C)O, cl: C(N(C)C)CCCCCN(C)C, target: CC(C)N(C(C)C)CC
origin: CC(C)(C)N(CC)C(C)C, cl: C[N+](C)(C)CCCCCCCCCCCCCCCCCC, target: CC1CC(C)C[N+](C)(C)C1
origin: C(CN(CCO)C)O, cl: CCN(CC)CC, target: CC(C)N(C(C)C)CC
origin: C(C)N(CC)CC, cl: C1C(C[N+](C)(C)CC1C)C, target: C1(C)CC(C)C[N+](C)(C)C1
origin: CC1(C)NCCNC(C)CC(C)(C)NCCNC(C)C1, cl: CC[N+](CC)(CC)CC, target: C(C)[N+](CC)(CC)CC
origin: C1CCC(N2CCCCC2)CC1, cl: CC(C)N(CC)C(C)C, target: CC(N(CC)C(C)C)C
origin: C1CCCC(N2CCCCC2)C1, cl: N(C(C)C)(CC)C(C)C, target: C(C)(C)N(C(C)C)CC
origin: C1C(C)CC(C)C[N+]1(C)C, cl: C[C@1CCCC([N+]1(C)C)C, target: C[C@H]1C[C@H](C)C[NH2+]C1
origin: C1(C)CCCC(C)[N+]1(CC)C, cl: C1C[N+](C)(C)CC(C1)(C)C, target: [C@H]1(C)CCC[C@@H](C)[NH2+]1
origin: C1(C)C[N+](C)(C)CC(C)C1, cl: C1C(C)[N+](C(C)CC1)(C)C, target: C1(C)[N+](C)(C)C(C)CCC1
origin: CC1CC(C)C[N+](C)(C)C1, cl: CC[N+]1(CC2C(C1)C1C=CC2C2C1C[N+](C2)(CC)CC)CC, target: CC1CCCC(C)[N+]1(CC)CC
origin: C1CC(C)[N+](C)(CC)C(C)C1, cl: CC1[N+](C(C)CCC1)(C)C, target: CC1CCCC(C)[N+]1(C)CC
origin: C(C)(C)n1cc[n+](C)c1C, cl: CC[n+]1ccn(c1)C, target: Cn1cc[n+](CC)c1
origin: C12CC(C(C)CC[N+]1(C)C)C2(C)C, cl: C[N+]1(C)C(CCCC1C)C, target: C1C(C)CC(C)C[N+]1(C)C
origin: C(N(CC)CC)C, cl: C(CNCCN)NCCNCCN, target: C(NCCN)CNCCN
