origin: C1N(C)CCN(C)CC2, cl: C1CN(C)CCN(C)CCN(CCN(CCN(CCN1C)C)C)C)C, target: C1N(C)CCN(C)CCN(C)C1
origin: C[N+]1(C)CCCCCCC2, cl: C1C(C)CC(C[N+]1(C)C)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1(C)CC(C)(C)CCC1, cl: CC1C[N+](CC)(CC)CC(C)C1, target: C1(C)CC(C)C[N+](C)(C)C1
origin: C([P+](CC)(CC)CCCC2)CC1, cl: CC[P+](CC)(C)C, target: C([P+](CC)(CC)CC)C
origin: C(C)[P+](C)(C)CC2, cl: C(C)[P+](CC)(CC)CC, target: C(C)[P+](CC)(CC)CC
origin: CC[P+](CC(C)CCCCCCCCCCCCCC[n+](C)c1C, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: CC[P+](CCCCCCCCCC[n+]1ccccc2)C(C)CC, cl: C(C)[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: CC(C)N(CCCCCCCCC[N+]1(C)CCCCCC2)cccc1, cl: CC(C)N(CC)C(C)C, target: CC(C)N(CC)C(C)C
origin: [NH2+]1C[N+](C)(C)CC(C)CC(C)C2, cl: C[C@H]1C[N+](C)(CC1)C, target: [NH2+]1C[C@H](C)C[C@H](C)C1
origin: C[C@H]1[N+](C)(C)CCC(C)CCC1, cl: [C@@H]1(CC2[N+](C)(C)CC(C1)CC2)C, target: C[C@H]1[NH2+][C@@H](C)CCC1
origin: CC(N(CC)CC3)CC1, cl: CC(N(C(C)C)CC)C, target: CC(N(CC)C(C)C)C
origin: CC(N(CC)C)CCCC1, cl: CC(C)N(C(C)C)CC, target: CC(N(CC)C(C)C)C
origin: CC(N(CC)CCCC1)CC, cl: CC(N(CC)CC)C, target: CC(N(CC)C(C)C)C
origin: CC1CC(C)CC[N+](C)(CCCC2)CCCC1, cl: CC1C[N+](C)(CC(C)C1)C, target: CC1CC(C)C[N+](C)(C)C1
origin: C([N+](CC)(C)CCCC2)CCCCC1, cl: CC[N+](CC)(CC)CC, target: C([N+](CC)(CC)CC)C
origin: CC[N+](CC)(CC)CCCC1, cl: CC[N+](CC)(CC)CC, target: CC[N+](CC)(CC)CC
origin: CC(N(C(C)C)CCC)(C)CC1, cl: C(C)(N(CC)C(C)C)C, target: CC(N(C(C)C)CC)C
origin: C(C)N(C(C)CC2)CCC1, cl: C(C)(C)N(C(C)C)CC, target: C(C)N(C(C)C)C(C)C
origin: C1(C)(C)CC[N+](C)(C)CC1, cl: C1CC(C)(C)C[N+](C)(C)C1, target: C1(C)(C)CCCC(C)(C)[N+]1(CC)C
origin: N(C(C)C)(C)CCN(CC)CCCC1, cl: CC(N(CC)C(C)C)C, target: N(C(C)C)(C(C)C)CC
origin: C1CC[C@H](C)(C)C(C3)C1C2CC2C1CCCC1, cl: CC[N+]1(CC)CC2C3C4C[N+](CC)(CC4C(C2C1)C=C3)(CC)CC, target: C1CC[C@H](C)[N+](CC)(CC)[C@@H]1C
origin: C1[N+](C)(C)CC(C)C2CCC(CC1)C2, cl: [N+]1(C)(CCCC2CC1C2(C)C)C, target: C1[N+](C)(C)CC(C)CC1C
origin: CC(N(CC)CCCC2)CCC, cl: C(C)(C)N(C(C)C)CC, target: CC(N(CC)C(C)C)C
origin: CC(C)N(C(C)CCCC1)CCCC1, cl: CC(C)N(CC)C(C)C, target: CC(C)N(C(C)C)CC
origin: C1[N+](C)(C)CC(C)CC1, cl: C[N+]1(C)CCCCC1CC, target: C1[N+](C)(C)CC(C)CC1C
origin: CC(C)N(C(C)C)CC1, cl: C(C)N(C(C)C)CC, target: CC(C)N(C(C)C)CC
origin: C1(C)CC(C)CC[N+]1(C)CCCCC1, cl: C1C(C)CC(C)N1C, target: C1(C)CC(C)C[N+](C)(C)C1
origin: C([N+](CC)(CC)C)CC1, cl: CC[N+](CC)(CC)CC, target: C([N+](CC)(CC)CC)C
origin: CC(C)N(CCCCCC2)CCCC1, cl: C(C)(C)N(CC)C(C)C, target: CC(C)N(CC)C(C)C
origin: N(C(C)C)(C)CCCCC2, cl: CC(N(CC)C(C)C)C, target: N(C(C)C)(C(C)C)CC
origin: C1[C@@H](C)(C)CC2C(C)(C)CC(C)C1, cl: C1[NH2+]CC(CC1)CC2, target: C1[C@@H](C)C[C@H](C)C[NH2+]1
origin: C1[C@H](C)(C)C2CCCC1C[N+](C)(C)CCC(C)[N+](C)(C)C, cl: C1[C@@H](-O)C)CC2C[N+](CC1C2)(C)CC, target: C1[C@H](C)[NH2+][C@H](C)CC1
origin: C1CC(C)[N+](C)(C)CCCC1, cl: C1CCC(C)[N+](CC)(CC)C1C, target: C1CC(C)[N+](C)(C)C(C)C1
origin: C1(C)CCCC1C[N+](C)(C)CCCC1, cl: CC1CCCC(C)[N+]1(CC)CC, target: C1(C)CCCC(C)[N+]1(CC)CC
origin: [N+]1(CC)(CC)CCCCC(C)C2, cl: C[N+]1(CC)C(C)CCCC1C, target: [N+]1(CC)(C)C(C)CCCC1C
origin: c1c[n+](CCCCCCC1)cccc1, cl: n1(C)cc[n+](CC)c1, target: c1c[n+](CC)cn1C
origin: C1C(C)C[N+](CC)(C)CCCC1, cl: [N+]1(C)(CCCCC1)C, target: C1C(C)C[N+](C)(C)CC1C
origin: NCCNCCNCCCCCCC1, cl: NCCNCCNCCNCCN, target: NCCNCCNCCN
origin: NCCNCCCNCCCCC1, cl: C(NCCCNCC(C)C)C(C)C, target: NCCNCCCNCCN
origin: C1[C@H](C)(C)CC(C)(C)CCC1, cl: N1CCNC(C)CC(C)(C)NCCNC(C)CC1(C)C, target: C1[C@H](C)NCCNC(C)(C)C[C@H](C)NCCNC1(C)C
origin: C1NC(C)(C)C(C)C1, cl: C1(C)(C)CCCC[N+]1(CCCC)C, target: C1NC(C)(C)C[C@H](C)NCCNC(C)(C)C[C@H](C)NC1
origin: C1[N+](C)(C)CCCCC1, cl: C[C@H]1C[N+](C)(CC1C)C, target: C1[N+](C)(C)C[C@@H](C)C[C@H]1C
origin: [N+]1(C)(C)CCC(C)(C)CC1, cl: C[C@@H]1CCC[N+]1(C)CC, target: [N+]1(C)(C)C[C@@H](C)C[C@H](C)C1
origin: C[N+]1(C)CC(C)CCCC1, cl: C[N+]1(C)CCCC2CCCC12, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1C(C)[N+](C)(C)CCC1C, cl: C([N+]1(CC)C(C)CCCC1C)C, target: C1C(C)[N+](CC)(CC)C(C)CC1
origin: C1CC2[N+](C)(CCCC)CC2C, cl: [N+]1(C)(CCCC2CC1C2(C)C)C, target: C1CC2[N+](C)(C)C(C1)CCC2
origin: CC1CCCC(C)C[N+](C)(C)CCCCCC1, cl: C([N+]1(CC)CC(CC(C)C1)C)C, target: CC1CCCC(C)[N+]1(CC)CC
origin: C1[N+](C)(C)CC2CCC(C1)CCCC1, cl: C1(C)C[N+](C)(CC(C1)C)C, target: C1[N+](C)(C)CC(C)CC1C
origin: C(C)[P+](CCCCCCCCCC[n+](C)cc(C)c1, cl: C(C)[P+](CC)(C)CC, target: C(C)[P+](CC)(CC)CC
origin: C1(C)CCCC1C2, cl: C1C(C)[N+](CC)(C(CC1)C)CC, target: C1(C)CCCC(C)[N+]1(C)C
origin: C1CC(C)(C)C2CC1CC1C, cl: CC1(C)[N+](CC)(C)C(C)CCC1, target: C1CC(C)(C)[N+](C)(CC)C(C)(C)C1
origin: C1C(C)[N+](CC)(CC)CCCC1, cl: C1CCC(C)[N+](CC)(C1C)CC, target: C1C(C)[N+](CC)(CC)C(C)CC1
origin: C1C(C)[N+](C)(C)CCCC(C)CC1, cl: C1CCC(C)[N+](C1C)(C)CC, target: C1C(C)[N+](C)(C)C(C)CC1
origin: C1CC2C(C)C1CC(C)CC1, cl: C[N+]1(C)CC2CCC1C1CCC2C1, target: C1CC2C(C)(C)C([N+](C)(C)C1)C2
origin: C1C2CC(C)C(C)(C)CC1C, cl: CC12CC(CC(C2)(C)C[N+](C)(C)C1)C, target: C1C2CC(C)(CC1(C)C)C[N+]2(C)C
origin: C12CC(C1(C)C3C3CCC2)CCCC1, cl: CC1(C)C2CC1C(CC[N+]2(CC)CC)C, target: C12CC(C1(C)C)CCC[N+]2(C)C
origin: C1C(C)C2CCCCC1, cl: C[N+]1(C)CC(C)CC(C1)C, target: C1C(C)C2CC([N+](C)(C)C1)C2(C)C
origin: CC(C)N(C(C)CC3)CC1, cl: CCN(C(C)C)C(C)C, target: CC(C)N(C(C)C)CC
origin: C(N(CC)C(C)C)CC, cl: CC(C)N(C(C)C)CC, target: C(N(CC)C(C)C)(C)C
origin: CC(N(C(C)C)(C)C)C1, cl: N(C(C)C)(CC)C(C)C, target: CC(N(C(C)C)CC)C
origin: c1n(CC)ccc1, cl: c1n(CC)cc[n+]1C, target: c1n(CC)cc[n+]1C
origin: C(C)(C)N(C)CCC(C)[N+](C)(C)C, cl: CC(C)N(C(C)C)CC, target: C(C)(C)N(CC)C(C)C
origin: [P+](CC)(CCCCCCCCCCCCCCCCC[n+](C)c1, cl: CC[P+](CC)(CC)CC, target: [P+](CC)(CC)(CC)CC
origin: [N+]1(C)(C)CCCC(C)(C)C1, cl: C1(C)C[N+](C)(C)CC(C)C1, target: [N+]1(C)(C)CC(C)CC(C)C1
origin: [N+]1(C)(C)CCC(C)(CC3)C1, cl: C1[N+](C)(CC(CC1)(C)C)CC, target: [N+]1(C)(C)C(CC)CCCC1
origin: C([N+]1(C)CCCCC2)CCC1, cl: C([N+]1(CC)CC(CC(C)C1)C)CC, target: C([N+]1(C)C(C)CCCC1C)C
origin: C([N+]1(C)CCCC2)CCCC1, cl: CC1[N+](CC)(CC)C(CCC1)C, target: C([N+]1(CC)C(C)CCCC1C)C
origin: CC1[N+]2(CCCCCCCCCCC[N+]2(C)CCCC2)CCCC1, cl: CC1CCCC(C)[N+]1(CC)CC, target: CC1[N+]2(C(C)CCC1)CCCC2
origin: C1[N+](C)(C)CCCCC[N+](C)(C)C, cl: CC1(C)C=CC(C)(C)CC1[N+]1(CCCC1)CC, target: C1[N+](C)(C)CC(C)(C)C=CC1(C)C
origin: C(C)[N+](C)(C)CCCCCCCCC1, cl: [N+](CC)(CC)(C)C, target: C(C)[N+](CC)(CC)CC
origin: N(CC)(C(C)C)CCCC1, cl: C(N(C(C)C(O)c1ccccc1)C)C, target: N(CC)(C(C)C)C(C)C
origin: C(C)(N(CC)CCCCC2)CC1, cl: CCN(C(C)C)C(C)C, target: C(C)(N(CC)C(C)C)C
origin: C1N(C)CCN(CC2)CCCC2, cl: N1(C)CCN(CCN(C)CCN(CCN(CCN(C)CC1)C)C)C)C, target: C1N(C)CCN(C)CCN(C)C1
origin: C1CN(C)CCCC1C[N+](C)(C)CCCCC1, cl: CN1CCN(C)CCN(C)CCN(CCN(C)CCN(C)CC1)C, target: C1CN(C)CCN(C)CCN1C
origin: C1CC[C@H]1CC(C)(C)CCC1C2CCCC1, cl: C1[C@H](CCCCC1)CC[N+]1(C)CCCC1, target: C1CC[C@H](C)[N+](C)(C)[C@@H]1C
origin: [C@@H]1(CCCCCCCCCCC)CCCC1, cl: C[C@H]1CCCC[N+]1(CC)C, target: [C@@H]1(C)[N+](C)(C)[C@H](C)CCC1
origin: [C@H]1(C)(C)CC(C)(C)C2, cl: C[N+]1(C)C2CCCC1CCC2, target: [C@H]1(C)CCC[C@@H](C)[N+]1(C)C
origin: [C@H]1(C)CCCC(C)CC1CC[N+](CCCC1)CCCCC[N+](C)(CCCCC2)C1, cl: C1[C@@H](-O)CCOCC1CCNC2, target: [C@H]1(C)C[N+](C)(C)C[C@@H](C)C1
origin: [C@H]1(C)(C)CC(C)(C)CCC1, cl: [N+]1(C)(C)CC2CCC1C1CCC2C1, target: [C@H]1(C)C[N+](C)(C)C[C@@H](C)C1
origin: [C@H]1(C)CCC(C)CC2CC(CC1C2CC1C3)CCC1, cl: C[N+]1(C)CC2(CCC(C1(C)C)C2)C, target: [C@H]1(C)C[N+](C)(C)C[C@@H](C)C1
origin: C([P+](CC)(CC)CCCC[N+]1(C)CCCCC1)CC1, cl: C([P+](CC)(CC)CC)C, target: C([P+](CC)(CC)CC)C
origin: C[N+]1(C)CCCCCC2, cl: C1C(C)CC(C)C[N+]1(CC)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1[N+](C)(C)CCCCC1CCCC1, cl: CC1CC(C)C[N+](CC)(C1)CC, target: C1[N+](C)(C)CC(C)CC1C
origin: [N+](CC)(C)CCCC1, cl: C([N+](CC)(CC)CC)C, target: [N+](CC)(CC)(CC)CC
origin: C1[N+](C)(C)CC2CC(C)CCC(C)CC1, cl: C1C(C)CC(C[N+]1(CC)CC)C, target: C1[N+](C)(C)CC(C)CC1C
origin: C[N+]1(C)CCCCCC2, cl: CC1C[N+](C)(CC(C1)C)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C([P+](CC(CCC)CCCC)C)(C)C, cl: C(C)[P+](CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: CC[P+](CCCCCC[n+]1ccccc1C)CC, cl: C([P+](CC)(CC)CC)C, target: CC[P+](CC)(CC)CC
origin: [P+](CC)(CC)CCC[N+](C)(CC)C2, cl: [P+](CC)(CC)(CC)CC, target: [P+](CC)(CC)(CC)CC
origin: CC[P+](CCCCCCCCCC)c1C, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: CC(N(CC)C)CCCCCCCC1, cl: C(C)(C)N(C(C)C)CC, target: CC(N(CC)C(C)C)C
origin: C1[C@H](C)(C)CC(CC3)CC1C2, cl: C[C@@H]1CCC[N+]1(Cc1ccccc1)C, target: C1[C@H](C)C[C@H](C)C[NH2+]1
origin: C[C@H]1[N+](CCCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C)CCCCCCCCC2, cl: [NH2+]1[CCC(CC1)CCCC1CC[N+](CCCCCCCC)(CC1)C, target: C[C@H]1[NH2+][C@@H](C)CCC1
origin: CC(N(CC)CCCCCCCCCCCC)cc1, cl: CC(C)N(C(C)C)CC, target: CC(N(CC)C(C)C)C
origin: N(CC)(C(C)CC3)CC1, cl: C(N(CC)C(C)C)CC, target: N(CC)(C(C)C)C(C)C
origin: CC(N(CC)CCC)(C)CCC[N+](C)(C)CC1, cl: C(C)N(C(C)C)CC, target: CC(N(CC)C(C)C)C
origin: C1C(C)C[N+](CC)(CCCCCC2)CCC, cl: C1[N+](C)(CC2C1CCC2C)C, target: C1C(C)C[N+](C)(C)CC1C
origin: C(C)[N+](C)(C)CCCC1, cl: CC[N+](CC)(C)CC, target: C(C)[N+](CC)(CC)CC
origin: C([N+](CC)(C)C)(C)CC1, cl: CC[N+](CC)(C)CC, target: C([N+](CC)(CC)CC)C
origin: N(CC)(C(C)C)(C)CCCC1, cl: C(N(CC)C(C)C)CC, target: N(CC)(C(C)C)C(C)C
origin: C(N(CC)C(C)CCCCCCCCCCCCC[n+]1ccccc1)C, cl: N(CC)(C(C)C)C(C)C, target: C(N(CC)C(C)C)(C)C
origin: C[N+]1(CCCCCC2)CCC1, cl: CC1(C)[N+](CC)(C2CC(CC1C2)C)C, target: C[N+]1(CC)C(C)(C)CCCC1(C)C
origin: CC(C)N(CC2)CCCC1, cl: CC(C)N(CC)C(C)C, target: CC(C)N(CC)C(C)C
origin: CC[N+]1(C)CCCCC2C(C3)C1CC1, cl: C1CC[C@H]N2CCOCCOCCOCCOCC1, target: CC[N+]1(CC)[C@@H](C)CCC[C@H]1C
origin: C1(C)CC(C)CC[N+](C)(C)CCCC2, cl: C[N+]1(C)CC(CC(C)C1)C, target: C1(C)CC(C)C[N+](C)(C)C1
origin: CC(C)N(C(C)CC)CCCCCC1, cl: CCN(C(C)C)C(C)C, target: CC(C)N(C(C)C)CC
origin: C(C)(C)N(CCCC2)CC1, cl: C(C)(N(C(C)C)CC)C, target: C(C)(C)N(C(C)C)CC
origin: C[N+]1(C)CCC(C)C[N+]1(C)CCCCCC1, cl: C1(C)CC(C)C[N+](CC)(CC)C1, target: C[N+]1(C)CC(C)CC(C)C1
origin: CCN(C(C)C)CC[N+]1(C)C, cl: CCN(C(C)C)C(C)C, target: CCN(C(C)C)C(C)C
origin: C[N+]1(C)CCCC2C, cl: C1C(C)C[N+](C)(CC1)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C([N+](CC)(CC)CCCC2)CC1, cl: C(C)[N+](CC)(CC)CC, target: C([N+](CC)(CC)CC)C
origin: CC(N(CC)CCCC2)CC1, cl: C(N(C(C)C(O)c1ccccc1)C)C, target: CC(N(CC)C(C)C)C
origin: C(C)(N(C(C)C)(C)C)C, cl: CC(N(C(C)C)CC)C, target: C(C)(N(C(C)C)CC)C
origin: [C@H]1(C)CCCC(C)CCCCC1, cl: [NH2+]1C[NH2, target: [C@H]1(C)C[C@H](C)C[NH2+]C1
origin: [NH2+]1[C+]2(CCCCCCC2)CCCCCCCC1, cl: C1CC[C@@HN2C1CCCC2, target: [NH2+]1[C@@H](C)CCC[C@H]1C
origin: C1C(C)[N+](CCCC3)(C)CC1, cl: C1(C)CCCC[N+]1(C)C, target: C1C(C)[N+](C)(C)C(C)CC1
origin: C1C(C)[N+](C)(C)CC1, cl: C1CC(C)[N+](CC)(C)C(C1)C, target: C1C(C)[N+](CC)(CC)C(C)CC1
origin: [N+]1(CC)(CCCCCCC2)C1, cl: C1CC(C)[N+](CC)(CC)CC1C, target: [N+]1(CC)(C)C(C)CCCC1C
origin: C(C)[n+]1cccc(C[N+]2(C)CCCCC1)(C)C, cl: C([n+]1ccn(C)c1)C, target: C(C)[n+]1ccn(C)c1
origin: C1(C)C[N+](C)(C)CC2CC3CC(CC2C3CCCC3)C1, cl: C1C(C)C[N+](C)(C)CC1C, target: C1(C)C[N+](C)(C)CC(C)C1
origin: C(CN)NCCN(C)CC, cl: NCCNCCNCCNCCN, target: C(CN)NCCNCCN
origin: C(N)CNCCCCC, cl: N(CCCNCCNCCN)CC, target: C(N)CNCCCNCCN
origin: C1NC(C)(C)C2, cl: CC1(C)NCCNC(CC(C)(C)NCCNC(C)C1)C, target: C1NC(C)(C)C[C@H](C)NCCNC(C)(C)C[C@H](C)NC1
origin: CC1(C)C[C+]2(CCCCCCCCCCC[n+]2ccccc1C, cl: N1CCN[C@@CCOCCOCCOCCOCCN1CCOCCOCCOCC1, target: CC1(C)C[C@H](C)NCCNC(C)(C)C[C@H](C)NCCN1
origin: C1[C@@H](CCCCCC3)CC1)CCCCC1, cl: [N+]1(C)(CCCC2CC1C2(C)C)C, target: C1[C@@H](C)C[C@@H](C)C[N+]1(C)C
origin: [C@H]1(C)CC(C3)C(CC2)CC1, cl: C1[N+](C)(CC2C1C1C=CC2C2C1C[N+](CC)(CC)C2)C, target: [C@H]1(C)C[C@H](C)C[N+](C)(C)C1
origin: [N+]1(C)(CC)CCCC2CCC[N+](C)(C)C, cl: C[N+]1(C)CC(C)CC(C1)C, target: [N+]1(C)(C)CC(C)CC(C)C1
origin: CC1[N+](C)(C)CCCC(C)C1, cl: C1C(C)[N+](CC)(C(CC1)C)CC, target: CC1[N+](CC)(CC)C(C)CCC1
origin: C1C2CCCC(C)[N+](C)(C)C, cl: C12CCCC(CC1)[N+]2(C)CC, target: C1C2CCCC(CC1)[N+]2(C)C
origin: CC[N+]1(C)CCCCCC1, cl: C1(C)[N+](C)(CC)C(CCC1)C, target: CC[N+]1(CC)C(C)CCCC1C
origin: C[N+]1(C)CCCC1C2CCCCC2, cl: C1(C)CC(C)C[N+](C)(C)C1, target: C[N+]1(C)CC(C)CC(C)C1
origin: CC[P+](CCCC2CCCCCCCCCCCCC[n+]1ccn(C)c1C, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C1CC(C)[N+](C)(C)CCC1, cl: CC1CCCC(C)[N+]1(CC)CC, target: C1CC(C)[N+](C)(C)C(C)C1
origin: C1(C)(C)CCCC(C)[N+]1(C)CC, cl: C1(C)(C)C2C(C)(C)C(C[N+](C)(C2CC1)C)C, target: C1(C)(C)CCCC(C)(C)[N+]1(CC)C
origin: CC1[N+](CCCCCCCCCCCCCCCCCCCCCC[n+]2ccccc2)CCCC1, cl: C1CC(C)[N+](CC1)(CC)CC, target: CC1[N+](CC)(CC)C(C)CCC1
origin: C1CCC(C)[N+](CCCCCCCCCCCCC)cc1, cl: C[N+]1(C)C2CCC1CC(C2)O, target: C1CCC(C)[N+](C)(C)C1C
origin: C12C(C)(CCCC[N+](C)(C)C)CCCC2, cl: C12CCC[N+](CC)(CC2CCC1)C, target: C12C(C)(C)C(CCC[N+]1(C)C)C2
origin: CC1(C)CC2CCCC[N+](C)(C)CC, cl: C1C2(C)CC(C)(C)CC([N+](C)(C2)C)C1, target: CC1(C)CC2(C)CC([N+](C)(C)C2)C1
origin: C1C2C(C)(CCCCC2)CC1, cl: [N+]1(C)(CCCCC1)C, target: C1C2C(C)(C)C1CCC[N+]2(C)C
origin: C1C[N+](C)(C)CC(C)(C)C1, cl: C1(C)(C)C2C(C)CC[N+](CC)(C1C2)C, target: C1C[N+](C)(C)C2CC(C2(C)C)C1C
origin: CC(N(C(C)C)CC)CCC, cl: CC(C)N(C(C)C)CC, target: CC(N(C(C)C)CC)C
origin: CC(C)N(C(C)C)cc1, cl: C(C)(N(C(C)C)CC)C, target: CC(C)N(C(C)C)CC
origin: CC(C)N(CC)CCCCCCCCCCC[n+]1c(C)ccc1, cl: C(N(C(C)C(O)c1ccccc1)O)C, target: CC(C)N(CC)C(C)C
origin: CCn1cc[n+](C)cc1, cl: c1[n+](C)c(n(C)c1C)C, target: CCn1cc[n+](C)c1
origin: CC(N(C(C)C)C)(C)CC1, cl: N(CC)(C(C)C)C(C)C, target: CC(N(C(C)C)CC)C
origin: CC[P+](CCCCCCC[n+](C)c(C)c1C, cl: CC[P+](CCCCC[N+](CC)(CC)CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C1C(C)C[N+]2(CCCCCCCC[N+](C)(C)CC3)CCCC1, cl: C1C(C)CC(C[N+]1(CC)CC)C, target: C1C(C)C[N+](C)(C)CC1C
origin: C1CC(CC)[N+](C)(C)CCCCCCCC1, cl: C1(CC)CCCC[N+]1(C)CC, target: C1CC(CC)[N+](C)(C)CC1
origin: C[N+]1(CC)CCCCCCC1, cl: C[N+]1(CC(C)CC(C1)C)C, target: C[N+]1(CC)C(C)CCCC1C
origin: CC[N+]1(C)(C)CCCC2, cl: CC[N+]1(CC)CC(C)CC(C1)C, target: CC[N+]1(CC)C(C)CCCC1C
origin: C1CC(C)[N+](C)(C)CC2, cl: CC1[N+]2(CCCC2)CCCC1, target: C1CC(C)[N+]2(CCCC2)C(C)C1
origin: [N+]1(C)(CC)CCCC1, cl: CC1(C)C=CC(C)(C[N+](C)(C1)C)C, target: [N+]1(C)(C)CC(C)(C)C=CC(C)(C)C1
origin: CC[N+](CCCCCCCCCCCCCCCCCCCCCCC[n+]1ccn(C)c2C)ccc1, cl: C(C)[N+](CC)(C)C, target: CC[N+](CC)(CC)CC
origin: CC(C)N(C(C)CCCC1)CC1, cl: CC(C)N(C(C)C)CC, target: CC(C)N(C(C)C)CC
origin: N(C(C)C)(C)CCCC1, cl: C(N(C(C)CC)C(C)C)C, target: N(C(C)C)(C(C)C)CC
origin: N1(C)CCN(C)CC2CC(CC3)C1, cl: CN1CCN(C)CCN(C)CCN(CCN(CCN(CC1)C)C)C, target: N1(C)CCN(C)CCN(C)CC1
origin: CN1CCN(C)CCCC1, cl: CN1CCN(C)CCCN(C)CCN(C)CCC1, target: CN1CCN(C)CCN(C)CC1
origin: C[C@@H]1CCN(CCCC2)CCC1, cl: C1[C@@H](C)CCCC(C)(C1)C, target: C[C@@H]1CCC[C@H](C)[N+]1(C)C
origin: C[C@H]1[N+](C)(C)CC2CCCCC1, cl: [C@H]1(C)CCCC(C)[N+]1(CC)C, target: C[C@H]1[N+](C)(C)[C@@H](C)CCC1
origin: C1CC[C@@H(C)(C)C3CCCC2C1CC1C3CC1CC1CCCC12, cl: C1CC[C@@HN2CCOCCOCCOCCO1, target: C1CC[C@@H](C)[N+](C)(C)[C@H]1C
origin: C[C@H]1C[N+](C)(C)CCC1, cl: C[N+]1(C)C2CCCC1CCC2, target: C[C@H]1C[C@@H](C)C[N+](C)(C)C1
origin: C[C@@H]1CC(CCCCN(C)CCCC2)CC1, cl: C[N+]1(C)CC(C)CC(C1)C, target: C[C@@H]1C[N+](C)(C)C[C@H](C)C1
origin: [N+]1(C)(C)CCCC1C2C1CCCCC1, cl: C1[C@H](C2CCCC1CCC2)[N+](C)(C)C, target: [N+]1(C)(C)C[C@@H](C)C[C@@H](C)C1
origin: CC[P+](CCCC[N+](C)(C)C, cl: C(C)[P+](CC)(C)C, target: CC[P+](CC)(CC)CC
origin: CC1CC(C)CC2CC(C[N+](C)(C)C)CCCC1, cl: C1(C)C[N+](CC)(CC)CC(C)C1, target: CC1CC(C)C[N+](C)(C)C1
origin: CC1C[N+](C)(C)CCCC2, cl: C[N+]1(C)CC(C)CC(C1)C, target: CC1C[N+](C)(C)CC(C)C1
origin: C([N+](CC)(C)CCCC2)CC1, cl: CC[N+](CC)(CC)CC, target: C([N+](CC)(CC)CC)C
origin: C1C(C)C[N+](C)(C)CCCCCCCC1, cl: C[N+]1(C)CC(C)CC(C)C1, target: C1C(C)C[N+](C)(C)CC1C
origin: C[N+]1(C)CCCCC2, cl: C[N+]1(C)CC(CC(C1)C)C, target: C[N+]1(C)CC(C)CC(C)C1
origin: [P+](CC)(CCCCCCCCCCCCC2)CCC[n+]1cccc1, cl: CC[P+](CC)(CC)CC, target: [P+](CC)(CC)(CC)CC
origin: [P+](CC)(CC)CC(C)CC1, cl: C([P+](CC)(CC)CC)C, target: [P+](CC)(CC)(CC)CC
origin: C([P+](CC)(C)C)CCCC1, cl: C(C)[P+](CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: C([P+](CCCCCCCC)CCCCCC)c2C)c1C, cl: C([P+](CC)(C)CCCC[P+](C(C)(C)C)(C(C)(C)C)C(C)C)(C)C, target: C([P+](CC)(CC)CC)C
origin: C(N(CC)C(C)CCCC2)ccccc1, cl: CC(N(C(C)C)CC)C, target: C(N(CC)C(C)C)(C)C
origin: [NH2+]1C[N+](C)(C)CCC(C)CC(C)CC1, cl: [NH2+]1C[NH2, target: [NH2+]1C[C@@H](C)C[C@@H](C)C1
origin: [NH2+]1[C+](C)(C)CCCC2C2CCCCC1, cl: [C@@H]1(C)C2CC1C(C)CC(C2)(C)C[N+](C)(C)C, target: [NH2+]1[C@H](C)CCC[C@@H]1C
origin: CC(N(CC)CCCCCCCCCCCCCCCCCCCCCCCCC[n+]2ccccc1)C, cl: CC(N(C(C)C)CC)C, target: CC(N(CC)C(C)C)C
origin: C(C)(C)N(C)CCCCC2, cl: CC(N(C(C)C)CC)C, target: C(C)(C)N(C(C)C)CC
origin: C(C)(N(C(C)C)CC2)CC1, cl: CC(C)N(CC)C(C)C, target: C(C)(N(C(C)C)CC)C
origin: C1(C)C[N+](C)(C)CCCCCC2, cl: C1[N+](C)(C)CCCC1, target: C1(C)C[N+](C)(C)CC(C)C1
origin: CC[N+](CC)(CC)CCCCC1, cl: [N+](CC)(CC)(C)C, target: CC[N+](CC)(CC)CC
origin: CC[N+](CC)(C)CCC(C)C, cl: C([N+](CCO)(CCO)C)O, target: CC[N+](CC)(CC)CC
origin: C(C)(C)N(C)CCCCCC2, cl: C(N(C(C)C)C(C)C)C, target: C(C)(C)N(C(C)C)CC
origin: CC(N(C(C)C)(C)C)CC, cl: CCN(C(C)C)C(C)C, target: CC(N(C(C)C)CC)C
