,mol_gen,smiles,zeos,syns,valid_smiles_null
100,C(CCCCN)CC,Fc1cccc(CN2CCCC2)c1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],12.784631788730621
101,CN1c(ccc1)C,CN(C)c1ccncc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],10.199198933318257
102,O1CCN(CC1)C,CN(C)c1ccncc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],10.08627662807703
103,c1ccc(cc1)C(O)CO,CC[N+](CC)(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],12.306625409051776
104,C(CCO[N+]1(CCCCC1)C)C,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],15.317555310612079
105,C(C)c1ccccc1,CN[C@@H](C)[C@H](O)c1ccccc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],7.70379969291389
106,Cc1ccccc1,CN[C@@H](C)[C@H](O)c1ccccc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],5.846460077445954
107,N(C(C))C,OCCN(CCO)CCO,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],11.412852019071579
108,C1C[N+](C)(CCCCCCC1)CC,C1CCN(C1)Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],13.575587339990307
109,C1CCN2cc2cc1,OC[C@@H]1CCCN1Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],17.4731657654047
110,C1N2CCCN(C2)C1,CCC[N+](CCC)(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],14.545168198645115
111,c1[n+](cn(c1)C)C,CCCCCC[n+]1ccn(C)c1C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],5.330186203122139
112,c1c(cccc1F)-O,CCN(C(C)C)C(C)C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],17.580788883846253
113,O(c1ccccc1)OF,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],12.778697650879622
114,C[N+](CC)(C)C,C1CCCNCC1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.449955221498385
115,N(CC)N,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],8.329177796840668
116,c1cc(ccc1)CN1CCC(CC1)c1ccccc1,C1CCN(C1)Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],13.946917288005352
117,c1(n(C)cc[n+]1C)C,CCCC[n+]1ccn(C)c1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.802754307864234
118,c1cnccc1,CC[n+]1ccn(C)c1C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],8.425897941924632
119,C12[N+](C2CCCC1)(C)C[N+]1(C)CCCCC1,C[N+](C)(C)C1C2CC3CC(C2)CC1C3,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],20.010300316207577
120,[N+]12(CCCN(C)C(CC2)C1)CCC,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],21.25208142772317
121,Nc1ccccc1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],8.111156179569662
122,CN1CCCC1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],7.486886993050575
123,N1(CCCC1)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],8.025038108229637
124,c1ccccc1,CCCC[N+]1(C)CCCC1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.0790032749064267
125,Cc1(C)ccc[n+]1C,CCCC[n+]1ccn(C)c1C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],11.057103779865429
126,C(CCCC)NCCCN(C)CC,CCCC[n+]1ccc(C)c(C)c1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],16.18323028460145
127,c1(cccc(O)c1)C(C)Cc1ccccc1,OC[C@@H]1CCCN1Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],19.11536869686097
128,C[n+]1cccn1C,CCCC[n+]1ccn(C)c1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.],11.824685868341476
129,C1C(C)CCC1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],11.651398003101349
130,[N+](CCCCC)(C)(C)CC,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.],12.086450672941282
131,CCCCCCCCC[n+]1c(n(cc1)C)C,CC[N+]2(C)CC1CC3CC(C1)CC2C3,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],15.779607564443722
132,N1(CN(CCCN(C)C(C)C)C)CCCCN1C,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],23.99866154883057
133,c1c=Ncccc1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],16.830200001597404
134,Cn1cc[n+](C)c1,CN(C1CCCCC1)C2CCCCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],9.697137789800763
135,N(C)(C)N,CN(C1CCCCC1)C2CCCCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],7.617153242230415
136,N1(C)CCCC1,CN(C1CCCCC1)C2CCCCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],5.346230812370777
137,OC(CC[N+](CC)(C)C)C,CN(C1CCCCC1)C2CCCCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],16.728774767252617
138,c1ccccc1,CN(C1CCCCC1)C2CCCCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.430244014598429
139,Cc1ccccc1,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],7.048805312719196
140,O1COCN(CC)CCCN(C)CCCN(C1(C)C)C,CCN(C(C)C)C(C)C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],29.82298642024398
141,C1C[N+](CC)(CCCCCC1)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],12.82209438458085
142,c1ccccc1CCOn1cccc1,OCCN(CCO)CCN(CCO)CCO,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],17.58682552073151
143,C1CCCCC2CC(C2)C1C,C[N+](C)(C)C1C2CC3CC(C2)CC1C3,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],16.771153077483177
144,C1CC(CC1C)[N+]1(C)CCCC1,C[N+]12CCCCC1C1CC(C2)C2CCCCN2C1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],15.623440153140109
145,c1cn(C)c(C)c1,CN(C)Cc1ccccc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],10.276915116235614
146,c1n(c([n+](C)c1)C)C,Cc1n(CC(O)CO)cc[n+]1C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],8.497503502352629
147,C1CN(C)CCCC1,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],8.334561616182327
148,OC(C)N(C)CC,Fc1ccccc1CN2CCCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],11.20932736247778
149,c1[n+](C)cc(cc1)C,CCNCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],11.999201726401225
150,c1c[n+](ccn1)C,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],6.748488283716142
151,C(C)CCCC[N+]2(CC(C)CCC2)C,C[N+]12CCCC[C@@H]1[C@H]3C[C@@H](C2)[C@@H]4CCCCN4C3,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.],18.220252915401943
152,c1c(cccc1)O,C1CCN(C1)Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],6.232464466243982
153,C1CN(CC)C1,C[N+](C)(Cc1ccccc1)Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],9.83868570625782
154,c1(C)c[n+](ccc1)O,C[N+](C)(Cc1ccccc1)Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],16.91579638561234
155,C1N(C)CC1,CN(C)C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],6.478651251643896
156,c1c(ccccc1)(C)NC,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],14.708758554421365
157,[N+](C)(C)(CCC)CC,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],10.544069710886106
158,C1CCC2(C(C)(C2)CN(C)C(C(C)C)C1)C,C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],28.311685141175985
159,C1N(C)CC1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],7.527042269706726
160,c1cc[n+](cc1)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],8.054067027755082
161,C(N(CC)C)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],7.1602790877223015
162,[N+](C)(C)(C)C(C)CC,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],10.598385098506697
163,C1COCCCC1C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],9.197340056300163
164,C1COCCOCCCOCN1COCCc1ccccc1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],24.252722087316215
165,[n+]1ccn(C(C)c1)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.],11.775066184345633
166,C1(C)C(C[N+]1(C)C)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],14.206409670994617
167,C(NC)CCCC,CC[N+](CC)(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],7.93320182710886
168,C1[N+](C)(CCCCC2CCCCC[N+]2(C)CCC1)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],23.070038560545072
169,C(NCC)C(C)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],10.612696394324303
170,C(N(C)C)O,C1CCCNCC1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],9.717972211539745
171,N1(CO)CCCCCC1,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],12.516253054141998
172,CN(C)c1cccc(c1)F,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],11.000061793252826
173,c1[n+](CC(C)cccn1)C,CCN(CC)CCO,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],12.952530385926366
174,C(CCC1C)[N+](C)(C)C1CC[N+](C)(C)C,C[N+]12CCCC[C@@H]1[C@H]3C[C@@H](C2)[C@@H]4CCCCN4C3,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],23.292701724218205
175,C(CC[N+]12CCC[N+](CC)CC1CC2)C,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],18.90145919728093
176,C1C(C[N+](C)(C1)CCC)C,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],14.68764819088392
177,C1NCCN(C)CC1,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],8.579951582476497
178,C1COCN(CC1)CO,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],14.00342820212245
179,c1ccccc1,CCN(CC)CCO,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],3.372739853337407
180,O(c1cccc(c1)C)C,CCN(CC)CCO,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],14.672709383070469
181,C(n1c[n+](C)cc1)[n+]1n(ccc1)C,C[N+]12CCCC[C@@H]1[C@H]3C[C@@H](C2)[C@@H]4CCCCN4C3,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],20.82155443931697
182,[N+]1(C)(C)CC1CCC,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],13.55820809531724
183,C1(N)CCCCN1,OC[C@@H]1CCCN1Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],10.335791662335396
184,c1ccccc1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],3.2167454781010747
185,N(CCO)C,C1CCN(C1)Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],8.231382697820663
186,O(N(CCO)CCCCCN(C)C)C,Fc1ccc(CN2CCCC2)cc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],20.685158517211676
187,C(N(N)CC)C,CC[N+](CC)(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],11.72963348031044
188,[N+]1(CCCN(CC)CCCC1)C,CC[N+](CC)(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],17.49639456497971
189,CN(C)C,CN[C@@H](C)[C@H](O)c1ccccc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],6.629498064517975
190,N1(CCC)CCCC1,CN[C@@H](C)[C@@H](O)c1ccccc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],9.171270959079266
191,C(CCC)NC,CN[C@@H](C)[C@H](O)c1ccccc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],7.0686662793159485
192,c1[n+](cn(n1)C)Cc1ccccc1,CCCCCC[n+]1ccn(C)c1C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],16.30088723928202
193,CC(Cc1ccncc1)O,CCN(C(C)C)C(C)C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],18.171545207500458
194,c1(c[n+](c(C)n1C)C)CC,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],12.881510742008686
195,N1[N+](C(C)C)(CC1)CCC,CC[N+](CC)(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],20.485607581795193
196,c1cc(ccc1)C(O)CO,C[C@@H]([C@@H](O)c1ccccc1)N(C)Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],12.23131433967501
197,C(C)C[N+](CC)(C)CC,CN[C@@H](C)[C@H](O)c1ccccc1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],9.045984089956619
198,C(N(CC)C)CC,OC[C@@H]1CCCN1Cc2ccccc2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],8.18696990981698
